Species.Code,Site.Code,GS.Type,Abund,Avg.Max.Height..m.,Growth.rate,Shade.tolerance,Drought.tolerance,Tree.Shape,Flowering,Fruiting,Fall.Colour,Leaf.shape,Bark.texture
FRPE,S85,Row,2,16.5,2,3,4,0,1,1,0,3,2
PNRE,S85,Row,1,19.5,1,2,3,0,1,1,1,5,3
PRNI,S85,Row,1,7.6,1,2,2,0,0,0,0,2,1
ACPL,S86,Row,2,13.5,2,3,3,0,1,1,0,1,2
GLTR,S86,Row,7,15,2,2,5,0,1,0,0,3,3
TICO,S86,Row,2,19.5,1,5,3,1,0,1,0,2,2
ULPU,S86,Row,1,18,2,3,4,0,1,1,0,2,2
GLTR,S87,Row,8,15,2,2,5,0,1,0,0,3,3
ACPL,S88,Row,4,13.5,2,3,3,0,1,1,0,1,2
ACSA,S88,Row,11,18,2,4,3,0,1,1,0,1,2
MASY,S88,Row,1,10,2,2,3,0,0,0,0,2,3
ACPL,S89,Row,2,13.5,2,3,3,0,1,1,0,1,2
ACSA,S89,Row,2,18,2,4,3,0,1,1,0,1,2
FRAM,S89,Row,1,19.5,2,2,3,0,1,1,0,3,2
FRPE,S89,Row,8,16.5,2,3,4,0,1,1,0,3,2
PIGL,S89,Row,1,15,1,5,3,1,1,1,1,5,3
PIPU,S89,Row,1,13.5,0,3,3,1,1,1,1,5,3
ULXXFR,S89,Row,1,12.2,1,4,4,4,1,1,0,2,2
ACSA,S9,Row,10,18,2,4,3,0,1,1,0,1,2
QUPA,S9,Row,1,19.5,1,2,3,1,1,1,0,1,2
FRPE,S90,Row,9,16.5,2,3,4,0,1,1,0,3,2
TICO,S90,Row,1,19.5,1,5,3,1,0,1,0,2,2
ACNE,S91,Row,1,12,2,4,4,0,1,1,0,3,3
FRPE,S91,Row,1,16.5,2,3,4,0,1,1,0,3,2
GLTR,S91,Row,9,15,2,2,5,0,1,0,0,3,3
ULAM,S91,Row,1,21,2,3,4,0,1,1,0,2,3
ACPL,S92,Row,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,S92,Row,13,18,2,4,3,0,1,1,0,1,2
JUCI,S92,Row,1,15,1,2,3,0,1,0,0,3,2
ACFR,S93,Row,1,15,2,2,3,1,1,1,0,1,2
ACSA,S93,Row,1,18,2,4,3,0,1,1,0,1,2
AECABR,S93,Row,1,10.5,0,3,3,0,0,1,1,4,3
FRPE,S93,Row,5,16.5,2,3,4,0,1,1,0,3,2
JUNI,S93,Row,1,19,1,2,3,0,1,0,1,3,2
PIPU,S93,Row,2,13.5,0,3,3,1,1,1,1,5,3
ACGI,S94,Row,1,4.5,1,3,3,0,1,1,0,1,3
FASY,S94,Row,1,16.5,1,5,3,0,1,0,0,2,1
FRPE,S94,Row,4,16.5,2,3,4,0,1,1,0,3,2
GLTR,S94,Row,9,15,2,2,5,0,1,0,0,3,3
SYRE,S94,Row,2,7.5,1,2,3,0,0,1,1,2,1
TICO,S94,Row,1,19.5,1,5,3,1,0,1,0,2,2
ACPL,S95,Row,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,S95,Row,1,18,2,4,3,0,1,1,0,1,2
FRPE,S95,Row,1,16.5,2,3,4,0,1,1,0,3,2
GLTR,S95,Row,4,15,2,2,5,0,1,0,0,3,3
TICO,S95,Row,3,19.5,1,5,3,1,0,1,0,2,2
ACPL,S96,Row,8,13.5,2,3,3,0,1,1,0,1,2
GIBI,S96,Row,1,19.5,0,2,4,0,1,0,0,1,2
GLTR,S96,Row,5,15,2,2,5,0,1,0,0,3,3
TICO,S96,Row,2,19.5,1,5,3,1,0,1,0,2,2
ACPL,S97,Row,6,13.5,2,3,3,0,1,1,0,1,2
ACRU,S97,Row,1,15,2,4,2,0,0,1,0,1,3
ACSA,S97,Row,1,18,2,4,3,0,1,1,0,1,2
GLTR,S97,Row,2,15,2,2,5,0,1,0,0,3,3
ACFR,S98,Row,5,15,2,2,3,1,1,1,0,1,2
ACPL,S98,Row,6,13.5,2,3,3,0,1,1,0,1,2
ACPLCK,S98,Row,1,13.7,1,4,3,0,1,1,0,1,2
GLTR,S98,Row,1,15,2,2,5,0,1,0,0,3,3
PIPU,S98,Row,2,13.5,0,3,3,1,1,1,1,5,3
PRCENE,S98,Row,1,5.5,0,3,3,0,0,0,0,2,2
QUBI,S98,Row,1,16.5,1,3,4,0,1,1,0,1,3
QUMA,S98,Row,2,22.5,1,3,4,0,1,1,0,1,2
ACSA,S99,Row,1,18,2,4,3,0,1,1,0,1,2
FRPE,S99,Row,1,16.5,2,3,4,0,1,1,0,3,2
MABA,S99,Row,1,8.5,1,2,3,0,0,0,0,2,3
TICO,S99,Row,9,19.5,1,5,3,1,0,1,0,2,2
PRAV,SM1,Inst,2,10.7,2,3,3,0,0,0,0,2,1
PRDO,SM1,Inst,1,9,1,2,3,0,0,0,0,2,1
ULAM,SM1,Inst,1,21,2,3,4,0,1,1,0,2,3
ULXXHO,SM1,Inst,2,18.3,2,2,3,0,1,1,0,2,2
ACSA,SM10,Inst,1,18,2,4,3,0,1,1,0,1,2
FRAM,SM10,Inst,1,19.5,2,2,3,0,1,1,0,3,2
PRDO,SM10,Inst,1,9,1,2,3,0,0,0,0,2,1
ULAM,SM10,Inst,2,21,2,3,4,0,1,1,0,2,3
ACNE,SM11,Inst,4,12,2,4,4,0,1,1,0,3,3
FRAM,SM11,Inst,2,19.5,2,2,3,0,1,1,0,3,2
ULAM,SM11,Inst,1,21,2,3,4,0,1,1,0,2,3
ULPU,SM11,Inst,3,18,2,3,4,0,1,1,0,2,2
ACSA,SM13,Inst,2,18,2,4,3,0,1,1,0,1,2
ULAM,SM13,Inst,2,21,2,3,4,0,1,1,0,2,3
PIPU,SM15,Inst,3,13.5,0,3,3,1,1,1,1,5,3
PRDO,SM15,Inst,1,9,1,2,3,0,0,0,0,2,1
PRVI,SM15,Inst,2,8.5,1,3,3,0,0,0,0,2,1
SYVU,SM15,Inst,1,3.5,1,3,3,3,0,1,0,2,1
PODE,SM16,Inst,1,26.5,2,1,2,0,1,1,0,2,2
PRDO,SM16,Inst,1,9,1,2,3,0,0,0,0,2,1
ULXXHO,SM16,Inst,2,18.3,2,2,3,0,1,1,0,2,2
ACNE,SM18,Inst,1,12,2,4,4,0,1,1,0,3,3
ACFR,SM19,Inst,1,15,2,2,3,1,1,1,0,1,2
ACNE,SM19,Inst,1,12,2,4,4,0,1,1,0,3,3
ACSA,SM19,Inst,2,18,2,4,3,0,1,1,0,1,2
FRPE,SM19,Inst,1,16.5,2,3,4,0,1,1,0,3,2
ACFR,SM2,Inst,1,15,2,2,3,1,1,1,0,1,2
ACNE,SM20,Inst,1,12,2,4,4,0,1,1,0,3,3
PIPU,SM20,Inst,1,13.5,0,3,3,1,1,1,1,5,3
ULXXHO,SM20,Inst,1,18.3,2,2,3,0,1,1,0,2,2
ACNE,SM4,Inst,1,12,2,4,4,0,1,1,0,3,3
ACRU,SM4,Inst,1,15,2,4,2,0,0,1,0,1,3
CAAB,SM4,Inst,1,17.5,1,2,4,3,0,1,1,2,1
EUAL,SM4,Inst,3,5.3,0,4,4,3,1,1,0,2,1
PIPU,SM4,Inst,1,13.5,0,3,3,1,1,1,1,5,3
QURU,SM4,Inst,2,20.5,2,3,3,0,1,1,0,1,2
ACSA,SM5,Inst,2,18,2,4,3,0,1,1,0,1,2
FRAM,SM5,Inst,1,19.5,2,2,3,0,1,1,0,3,2
ACSA,SM6,Inst,3,18,2,4,3,0,1,1,0,1,2
ACNE,SM8,Inst,1,12,2,4,4,0,1,1,0,3,3
ULXXHO,SM8,Inst,1,18.3,2,2,3,0,1,1,0,2,2
CEOC,SM9,Inst,1,15,2,3,4,0,1,0,0,2,2
ULPU,SM9,Inst,1,18,2,3,4,0,1,1,0,2,2
MABA,SMC1,Inst,2,8.5,1,2,3,0,0,0,0,2,3
PNRE,SMC1,Inst,1,19.5,1,2,3,0,1,1,1,5,3
ACNE,SMC10,Inst,1,12,2,4,4,0,1,1,0,3,3
ACPL,SMC10,Inst,2,13.5,2,3,3,0,1,1,0,1,2
PIPU,SMC10,Inst,1,13.5,0,3,3,1,1,1,1,5,3
ULAM,SMC10,Inst,1,21,2,3,4,0,1,1,0,2,3
MABA,SMC11,Inst,2,8.5,1,2,3,0,0,0,0,2,3
THOC,SMC11,Inst,1,15,0,4,3,1,1,1,1,5,3
ACNE,SMC2,Inst,2,12,2,4,4,0,1,1,0,3,3
ACPL,SMC2,Inst,1,13.5,2,3,3,0,1,1,0,1,2
MABA,SMC2,Inst,2,8.5,1,2,3,0,0,0,0,2,3
ACNE,SMC3,Inst,2,12,2,4,4,0,1,1,0,3,3
ACPL,SMC3,Inst,2,13.5,2,3,3,0,1,1,0,1,2
EUEU,SMC3,Inst,1,6.4,1,3,3,3,0,1,0,2,1
PIPU,SMC4,Inst,1,13.5,0,3,3,1,1,1,1,5,3
ACNE,SMC5,Inst,1,12,2,4,4,0,1,1,0,3,3
ACPL,SMC5,Inst,2,13.5,2,3,3,0,1,1,0,1,2
PIPU,SMC5,Inst,1,13.5,0,3,3,1,1,1,1,5,3
PRVI,SMC5,Inst,1,8.5,1,3,3,0,0,0,0,2,1
SYVU,SMC5,Inst,7,3.5,1,3,3,3,0,1,0,2,1
ULAM,SMC5,Inst,1,21,2,3,4,0,1,1,0,2,3
ACPL,SMC7,Inst,1,13.5,2,3,3,0,1,1,0,1,2
FRPE,SMC7,Inst,1,16.5,2,3,4,0,1,1,0,3,2
ULPU,SMC7,Inst,1,18,2,3,4,0,1,1,0,2,2
ACNE,SMC8,Inst,1,12,2,4,4,0,1,1,0,3,3
ACPL,SMC8,Inst,1,13.5,2,3,3,0,1,1,0,1,2
ULAM,SMC8,Inst,1,21,2,3,4,0,1,1,0,2,3
ACPL,SMC9,Inst,1,13.5,2,3,3,0,1,1,0,1,2
LOXY,SP1,Inst,1,3.4,2,3,3,3,0,1,1,2,1
TIAM,SP1,Inst,2,21,1,4,3,0,0,1,0,2,2
GLTR,SP10,Inst,2,15,2,2,5,0,1,0,0,3,3
ACNE,SP11,Inst,1,12,2,4,4,0,1,1,0,3,3
ACPL,SP11,Inst,3,13.5,2,3,3,0,1,1,0,1,2
GLTR,SP11,Inst,1,15,2,2,5,0,1,0,0,3,3
PIEN,SP11,Inst,1,26,1,5,3,1,1,1,1,5,3
PRPA,SP11,Inst,1,10.7,2,3,2,0,0,0,0,2,1
THOC,SP11,Inst,1,15,0,4,3,1,1,1,1,5,3
ACNE,SP12,Inst,1,12,2,4,4,0,1,1,0,3,3
ACPL,SP12,Inst,4,13.5,2,3,3,0,1,1,0,1,2
ACSA,SP12,Inst,1,18,2,4,3,0,1,1,0,1,2
FRPE,SP12,Inst,1,16.5,2,3,4,0,1,1,0,3,2
ACSA,SP13,Inst,1,18,2,4,3,0,1,1,0,1,2
ULAM,SP13,Inst,1,21,2,3,4,0,1,1,0,2,3
AMLA,SP14,Inst,1,6.5,1,3,3,4,0,0,0,2,2
PIPU,SP14,Inst,1,13.5,0,3,3,1,1,1,1,5,3
ACSA,SP16,Inst,2,18,2,4,3,0,1,1,0,1,2
ULAM,SP16,Inst,1,21,2,3,4,0,1,1,0,2,3
ACPL,SP2,Inst,4,13.5,2,3,3,0,1,1,0,1,2
ACPLCK,SP2,Inst,1,13.7,1,4,3,0,1,1,0,1,2
LOXY,SP2,Inst,5,3.4,2,3,3,3,0,1,1,2,1
RHCA,SP2,Inst,1,6.5,1,2,4,3,1,1,0,2,1
ACSA,SP3,Inst,1,18,2,4,3,0,1,1,0,1,2
ACSA,SP4,Inst,1,18,2,4,3,0,1,1,0,1,2
ACPL,SP5,Inst,2,13.5,2,3,3,0,1,1,0,1,2
ACSA,SP5,Inst,2,18,2,4,3,0,1,1,0,1,2
MABA,SP5,Inst,1,8.5,1,2,3,0,0,0,0,2,3
CORU,SP6,Inst,1,1.5,1,3,4,3,0,1,0,2,1
ACPL,SP7,Inst,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,SP7,Inst,1,18,2,4,3,0,1,1,0,1,2
ACPL,SP8,Inst,3,13.5,2,3,3,0,1,1,0,1,2
LOXY,SP8,Inst,9,3.4,2,3,3,3,0,1,1,2,1
PRVI,SP8,Inst,1,8.5,1,3,3,0,0,0,0,2,1
ACPL,SP9,Inst,1,13.5,2,3,3,0,1,1,0,1,2
BENI,SP9,Inst,1,16.5,2,2,2,0,1,1,1,2,3
ACPL,ST1,Inst,3,13.5,2,3,3,0,1,1,0,1,2
PRPE,ST1,Inst,1,6.1,2,2,2,0,0,0,0,2,1
SYVU,ST1,Inst,1,3.5,1,3,3,3,0,1,0,2,1
TACA,ST1,Inst,2,1.4,0,4,3,3,1,1,1,5,3
CEOC,ST2,Inst,1,15,2,3,4,0,1,0,0,2,2
JUCO,ST2,Inst,1,2.3,0,2,4,3,1,0,1,5,3
PIPU,ST2,Inst,1,13.5,0,3,3,1,1,1,1,5,3
SYVU,ST2,Inst,1,3.5,1,3,3,3,0,1,0,2,1
TACA,ST2,Inst,1,1.4,0,4,3,3,1,1,1,5,3
THOC,ST2,Inst,1,15,0,4,3,1,1,1,1,5,3
ACFR,ST3,Inst,1,15,2,2,3,1,1,1,0,1,2
ACPL,ST3,Inst,2,13.5,2,3,3,0,1,1,0,1,2
AEHI,ST3,Inst,1,19,1,4,3,0,0,1,0,4,3
PIPU,ST3,Inst,1,13.5,0,3,3,1,1,1,1,5,3
QUMA,ST3,Inst,1,22.5,1,3,4,0,1,1,0,1,2
ROPS,ST3,Inst,1,12,2,1,5,0,0,1,0,3,2
TACA,ST3,Inst,2,1.4,0,4,3,3,1,1,1,5,3
ACPL,ST4,Inst,3,13.5,2,3,3,0,1,1,0,1,2
AEHI,ST4,Inst,1,19,1,4,3,0,0,1,0,4,3
PIGL,ST4,Inst,1,15,1,5,3,1,1,1,1,5,3
TACA,ST4,Inst,1,1.4,0,4,3,3,1,1,1,5,3
ULAM,ST4,Inst,1,21,2,3,4,0,1,1,0,2,3
ACPL,ST5,Inst,3,13.5,2,3,3,0,1,1,0,1,2
CGPU,ST5,Inst,1,7.6,1,4,4,0,0,1,0,2,2
SYRE,ST5,Inst,1,7.5,1,2,3,0,0,1,1,2,1
SYVU,ST5,Inst,1,3.5,1,3,3,3,0,1,0,2,1
CEOC,ST6,Inst,1,15,2,3,4,0,1,0,0,2,2
CGPU,ST6,Inst,3,7.6,1,4,4,0,0,1,0,2,2
MABA,ST6,Inst,1,8.5,1,2,3,0,0,0,0,2,3
PNST,ST6,Inst,1,19.5,2,3,3,1,1,0,1,5,2
VIOP,ST6,Inst,1,3,1,3,2,3,0,1,0,1,1
ACPL,ST7,Inst,1,13.5,2,3,3,0,1,1,0,1,2
ACPL,ST9,Inst,2,13.5,2,3,3,0,1,1,0,1,2
JUVI,ST9,Inst,2,13.7,1,1,5,1,1,1,1,5,3
LOXY,ST9,Inst,1,3.4,2,3,3,3,0,1,1,2,1
MABA,ST9,Inst,1,8.5,1,2,3,0,0,0,0,2,3
ACNE,STL1,Inst,1,12,2,4,4,0,1,1,0,3,3
ACSA,STL1,Inst,2,18,2,4,3,0,1,1,0,1,2
ACSA,STL10,Inst,1,18,2,4,3,0,1,1,0,1,2
FRPE,STL10,Inst,1,16.5,2,3,4,0,1,1,0,3,2
GLTR,STL10,Inst,1,15,2,2,5,0,1,0,0,3,3
GLTR,STL11,Inst,3,15,2,2,5,0,1,0,0,3,3
GLTR,STL12,Inst,1,15,2,2,5,0,1,0,0,3,3
ACPL,STL13,Inst,1,13.5,2,3,3,0,1,1,0,1,2
THOC,STL13,Inst,10,15,0,4,3,1,1,1,1,5,3
ACNE,STL14,Inst,1,12,2,4,4,0,1,1,0,3,3
ACSA,STL14,Inst,2,18,2,4,3,0,1,1,0,1,2
ACSA,STL2,Inst,1,18,2,4,3,0,1,1,0,1,2
GLTR,STL2,Inst,1,15,2,2,5,0,1,0,0,3,3
TICO,STL2,Inst,1,19.5,1,5,3,1,0,1,0,2,2
ACPL,STL4,Inst,1,13.5,2,3,3,0,1,1,0,1,2
GLTR,STL4,Inst,1,15,2,2,5,0,1,0,0,3,3
THOC,STL4,Inst,13,15,0,4,3,1,1,1,1,5,3
TIAM,STL4,Inst,1,21,1,4,3,0,0,1,0,2,2
ACPL,STL5,Inst,2,13.5,2,3,3,0,1,1,0,1,2
ACSA,STL5,Inst,1,18,2,4,3,0,1,1,0,1,2
ACPL,STL6,Inst,2,13.5,2,3,3,0,1,1,0,1,2
THOC,STL6,Inst,7,15,0,4,3,1,1,1,1,5,3
ACPL,STL7,Inst,3,13.5,2,3,3,0,1,1,0,1,2
GLTR,STL7,Inst,1,15,2,2,5,0,1,0,0,3,3
FRPE,STL8,Inst,2,16.5,2,3,4,0,1,1,0,3,2
MABA,STL8,Inst,1,8.5,1,2,3,0,0,0,0,2,3
GLTR,STL9,Inst,4,15,2,2,5,0,1,0,0,3,3
ACSA,T1,Park,3,18,2,4,3,0,1,1,0,1,2
TICO,T10,Park,1,19.5,1,5,3,1,0,1,0,2,2
ACSA,T103,Park,2,18,2,4,3,0,1,1,0,1,2
SYRE,T103,Park,1,7.5,1,2,3,0,0,1,1,2,1
ACPL,T104,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACPL,T107,Park,3,13.5,2,3,3,0,1,1,0,1,2
ACSA,T107,Park,1,18,2,4,3,0,1,1,0,1,2
ACPL,T110,Park,5,13.5,2,3,3,0,1,1,0,1,2
ACPL,T111,Park,1,13.5,2,3,3,0,1,1,0,1,2
TICO,T111,Park,1,19.5,1,5,3,1,0,1,0,2,2
TICO,T112,Park,1,19.5,1,5,3,1,0,1,0,2,2
ACSA,T113,Park,2,18,2,4,3,0,1,1,0,1,2
TICO,T113,Park,1,19.5,1,5,3,1,0,1,0,2,2
ACPL,T114,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACSC,T114,Park,1,20.5,1,5,3,0,1,1,0,1,2
ACPL,T115,Park,2,13.5,2,3,3,0,1,1,0,1,2
TICO,T115,Park,3,19.5,1,5,3,1,0,1,0,2,2
ACSA,T116,Park,1,18,2,4,3,0,1,1,0,1,2
ACPL,T118,Park,3,13.5,2,3,3,0,1,1,0,1,2
ACPL,T14,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACPL,T16,Park,2,13.5,2,3,3,0,1,1,0,1,2
MABA,T16,Park,1,8.5,1,2,3,0,0,0,0,2,3
ACPL,T18,Park,1,13.5,2,3,3,0,1,1,0,1,2
TICO,T21,Park,2,19.5,1,5,3,1,0,1,0,2,2
ACSA,T22,Park,4,18,2,4,3,0,1,1,0,1,2
ACSA,T23,Park,2,18,2,4,3,0,1,1,0,1,2
ACSA,T24,Park,1,18,2,4,3,0,1,1,0,1,2
JUNI,T24,Park,1,19,1,2,3,0,1,0,1,3,2
QUMA,T24,Park,1,22.5,1,3,4,0,1,1,0,1,2
TIAM,T24,Park,1,21,1,4,3,0,0,1,0,2,2
ACPL,T26,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,T26,Park,2,18,2,4,3,0,1,1,0,1,2
ACPL,T28,Park,2,13.5,2,3,3,0,1,1,0,1,2
ACRU,T28,Park,1,15,2,4,2,0,0,1,0,1,3
ACSA,T28,Park,1,18,2,4,3,0,1,1,0,1,2
GLTR,T3,Park,2,15,2,2,5,0,1,0,0,3,3
SYRE,T3,Park,1,7.5,1,2,3,0,0,1,1,2,1
TICO,T30,Park,2,19.5,1,5,3,1,0,1,0,2,2
ACRU,T31,Park,1,15,2,4,2,0,0,1,0,1,3
ACSA,T31,Park,2,18,2,4,3,0,1,1,0,1,2
ACNE,T32,Park,1,12,2,4,4,0,1,1,0,3,3
QUMA,T32,Park,1,22.5,1,3,4,0,1,1,0,1,2
ACPL,T33,Park,1,13.5,2,3,3,0,1,1,0,1,2
ULXXHO,T33,Park,2,18.3,2,2,3,0,1,1,0,2,2
ACSA,T34,Park,3,18,2,4,3,0,1,1,0,1,2
ACPL,T35,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,T35,Park,2,18,2,4,3,0,1,1,0,1,2
GYDI,T35,Park,1,20.5,1,3,4,0,1,1,0,3,3
ACRU,T36,Park,1,15,2,4,2,0,0,1,0,1,3
ACPL,T38,Park,3,13.5,2,3,3,0,1,1,0,1,2
BENI,T38,Park,1,16.5,2,2,2,0,1,1,1,2,3
ACPL,T39,Park,2,13.5,2,3,3,0,1,1,0,1,2
ACPL,T4,Park,3,13.5,2,3,3,0,1,1,0,1,2
ACSA,T4,Park,1,18,2,4,3,0,1,1,0,1,2
ACSA,T40,Park,4,18,2,4,3,0,1,1,0,1,2
ACPL,T41,Park,2,13.5,2,3,3,0,1,1,0,1,2
ACPL,T42,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACPL,T43,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,T43,Park,2,18,2,4,3,0,1,1,0,1,2
PNRE,T44,Park,1,19.5,1,2,3,0,1,1,1,5,3
ACPL,T45,Park,3,13.5,2,3,3,0,1,1,0,1,2
ACSA,T45,Park,2,18,2,4,3,0,1,1,0,1,2
ACPL,T46,Park,2,13.5,2,3,3,0,1,1,0,1,2
ACSA,T47,Park,1,18,2,4,3,0,1,1,0,1,2
ACPL,T48,Park,5,13.5,2,3,3,0,1,1,0,1,2
ACPL,T49,Park,3,13.5,2,3,3,0,1,1,0,1,2
ACPL,T5,Park,4,13.5,2,3,3,0,1,1,0,1,2
ACFR,T50,Park,1,15,2,2,3,1,1,1,0,1,2
ACSA,T50,Park,3,18,2,4,3,0,1,1,0,1,2
ACPL,T51,Park,3,13.5,2,3,3,0,1,1,0,1,2
ACSA,T53,Park,1,18,2,4,3,0,1,1,0,1,2
QUMA,T54,Park,1,22.5,1,3,4,0,1,1,0,1,2
ACSA,T56,Park,2,18,2,4,3,0,1,1,0,1,2
ACPL,T57,Park,2,13.5,2,3,3,0,1,1,0,1,2
ACSA,T57,Park,2,18,2,4,3,0,1,1,0,1,2
ACPL,T59,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACSC,T59,Park,1,20.5,1,5,3,0,1,1,0,1,2
ACPL,T60,Park,1,13.5,2,3,3,0,1,1,0,1,2
SYRE,T60,Park,1,7.5,1,2,3,0,0,1,1,2,1
ACPL,T63,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,T63,Park,1,18,2,4,3,0,1,1,0,1,2
SYRE,T63,Park,1,7.5,1,2,3,0,0,1,1,2,1
ACSA,T64,Park,4,18,2,4,3,0,1,1,0,1,2
ACPL,T65,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACPL,T66,Park,2,13.5,2,3,3,0,1,1,0,1,2
ACSA,T67,Park,1,18,2,4,3,0,1,1,0,1,2
GYDI,T67,Park,1,20.5,1,3,4,0,1,1,0,3,3
ACSA,T68,Park,1,18,2,4,3,0,1,1,0,1,2
ACSA,T69,Park,1,18,2,4,3,0,1,1,0,1,2
ACPL,T7,Park,2,13.5,2,3,3,0,1,1,0,1,2
ACSA,T7,Park,1,18,2,4,3,0,1,1,0,1,2
TICO,T7,Park,1,19.5,1,5,3,1,0,1,0,2,2
ACRU,T70,Park,2,15,2,4,2,0,0,1,0,1,3
ACSA,T70,Park,3,18,2,4,3,0,1,1,0,1,2
BEAL,T70,Park,1,20.5,1,3,3,0,1,1,0,2,3
PNRE,T70,Park,1,19.5,1,2,3,0,1,1,1,5,3
ACPL,T72,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,T72,Park,1,18,2,4,3,0,1,1,0,1,2
ACPL,T73,Park,5,13.5,2,3,3,0,1,1,0,1,2
ACGI,T74,Park,1,4.5,1,3,3,0,1,1,0,1,3
ACPL,T74,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,T74,Park,1,18,2,4,3,0,1,1,0,1,2
ACPL,T76,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,T76,Park,3,18,2,4,3,0,1,1,0,1,2
ACSA,T77,Park,1,18,2,4,3,0,1,1,0,1,2
SYRE,T77,Park,3,7.5,1,2,3,0,0,1,1,2,1
ACPL,T78,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,T78,Park,1,18,2,4,3,0,1,1,0,1,2
AEHI,T78,Park,1,19,1,4,3,0,0,1,0,4,3
ACSA,T79,Park,2,18,2,4,3,0,1,1,0,1,2
ULXXHO,T81,Park,2,18.3,2,2,3,0,1,1,0,2,2
ACPL,T82,Park,2,13.5,2,3,3,0,1,1,0,1,2
ACPL,T85,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,T85,Park,1,18,2,4,3,0,1,1,0,1,2
ACPL,T86,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,T86,Park,6,18,2,4,3,0,1,1,0,1,2
ACPL,T87,Park,3,13.5,2,3,3,0,1,1,0,1,2
ACSA,T87,Park,1,18,2,4,3,0,1,1,0,1,2
ACFR,T88,Park,1,15,2,2,3,1,1,1,0,1,2
ACPL,T88,Park,2,13.5,2,3,3,0,1,1,0,1,2
ACSA,T91,Park,1,18,2,4,3,0,1,1,0,1,2
PIAB,T91,Park,1,15,0,5,2,1,1,1,1,5,3
ACPL,T92,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,T92,Park,1,18,2,4,3,0,1,1,0,1,2
ACPL,T94,Park,4,13.5,2,3,3,0,1,1,0,1,2
ACSA,T94,Park,1,18,2,4,3,0,1,1,0,1,2
ACSA,T95,Park,2,18,2,4,3,0,1,1,0,1,2
ULXXHO,T95,Park,1,18.3,2,2,3,0,1,1,0,2,2
ACSA,T97,Park,2,18,2,4,3,0,1,1,0,1,2
ACPL,T98,Park,2,13.5,2,3,3,0,1,1,0,1,2
ACSA,T98,Park,1,18,2,4,3,0,1,1,0,1,2
TICO,T98,Park,1,19.5,1,5,3,1,0,1,0,2,2
ACPL,T99,Park,5,13.5,2,3,3,0,1,1,0,1,2
MABA,T99,Park,1,8.5,1,2,3,0,0,0,0,2,3
ACPL,W10,Park,2,13.5,2,3,3,0,1,1,0,1,2
ULMI,W10,Park,2,24.3,2,3,3,0,1,1,0,2,2
ULXXFR,W10,Park,3,12.2,1,4,4,4,1,1,0,2,2
GLTR,W11,Park,1,15,2,2,5,0,1,0,0,3,3
TITO,W11,Park,2,18,2,4,3,0,0,1,0,2,2
ACSA,W12,Park,1,18,2,4,3,0,1,1,0,1,2
HYPA,W12,Park,1,4.6,2,2,3,3,0,1,1,2,1
PIRU,W12,Park,1,19.5,0,5,3,1,1,1,1,5,3
ACPL,W13,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,W13,Park,1,18,2,4,3,0,1,1,0,1,2
CEOC,W13,Park,1,15,2,3,4,0,1,0,0,2,2
PIGL,W13,Park,1,15,1,5,3,1,1,1,1,5,3
TICO,W13,Park,1,19.5,1,5,3,1,0,1,0,2,2
ACSA,W14,Park,2,18,2,4,3,0,1,1,0,1,2
GLTR,W14,Park,1,15,2,2,5,0,1,0,0,3,3
TITO,W14,Park,1,18,2,4,3,0,0,1,0,2,2
ULMI,W14,Park,2,24.3,2,3,3,0,1,1,0,2,2
ACSA,W15,Park,2,18,2,4,3,0,1,1,0,1,2
ACPL,W16,Park,4,13.5,2,3,3,0,1,1,0,1,2
ACNE,W17,Park,1,12,2,4,4,0,1,1,0,3,3
ACSA,W17,Park,1,18,2,4,3,0,1,1,0,1,2
CEOC,W17,Park,3,15,2,3,4,0,1,0,0,2,2
ACPL,W18,Park,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,W18,Park,1,18,2,4,3,0,1,1,0,1,2
PIGL,W18,Park,1,15,1,5,3,1,1,1,1,5,3
TICO,W18,Park,1,19.5,1,5,3,1,0,1,0,2,2
GLTR,W19,Park,1,15,2,2,5,0,1,0,0,3,3
