fid,Sample Site,Site Code,Species Code,Species Latin,Species Common,DBH (2020):,DBH Round,Latitude,Longitude,layer,INDEX
300,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,34.7,35,45.466046,-73.632307,B82,244
211,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,35,35,45.4663833,-73.6334952,B61,245
231,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,35.3,35,45.4662387,-73.633572,B7,246
273,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,35.3,35,45.465933,-73.632263,B79,247
270,BENNY,P1,ACSC,Acer Saccharum,Sugar Maple,35.5,36,45.465621,-73.632238,B78,248
158,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,35.7,36,45.465894,-73.631884,B43,249
9,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,35.8,36,45.4660837,-73.633352,B10,250
232,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,35.8,36,45.4663241,-73.6335294,B7,251
216,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,35.9,36,45.4663864,-73.6334231,B63,252
140,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,36.2,36,45.465849,-73.631908,B38,253
155,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,36.2,36,45.4656901,-73.6326305,B42,254
141,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,36.5,37,45.4658162,-73.6320156,B38,255
142,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,36.8,37,45.465773,-73.631918,B38,256
233,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,36.9,37,45.4662625,-73.633632,B7,257
234,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,37,37,45.4662759,-73.6335844,B7,258
212,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,38,38,45.4663995,-73.6335274,B61,259
262,BENNY,P1,PIPU,Picea Pungens,Colorado Spruce,38,38,45.4654649,-73.632248,B72,260
274,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,38,38,45.466012,-73.632202,B79,261
180,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,38.8,39,45.465908,-73.631931,B53,262
312,BENNY,P1,PIPU,Picea Pungens,Colorado Spruce,38.8,39,45.4657762,-73.6321414,B87,263
85,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,39.4,39,45.4655006,-73.6326463,B24,264
143,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,39.6,40,45.465819,-73.631902,B38,265
275,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,40.1,40,45.466004,-73.632344,B79,266
221,BENNY,P1,PIAB,Picea Abies,Norway Spruce,40.2,40,45.466435,-73.631273,B69,267
317,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,40.6,41,45.4660776,-73.6324954,B90,268
213,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,41,41,45.466349,-73.6335928,B61,269
271,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,41.4,41,45.465624,-73.632052,B78,270
170,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,41.9,42,45.4657933,-73.6325497,B5,271
276,BENNY,P1,ACSC,Acer Saccharum,Sugar Maple,42.1,42,45.465907,-73.63237,B79,272
214,BENNY,P1,ULPU,Ulmus Pumila,Siberian Elm,42.4,42,45.4665039,-73.6336256,B61,273
305,BENNY,P1,VILE,Viburnum Lentago,Nannyberry,43.2,43,45.4672159,-73.6331177,B83,274
86,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,43.4,43,45.4656299,-73.6325755,B24,275
263,BENNY,P1,PIPU,Picea Pungens,Colorado Spruce,44.1,44,45.4653887,-73.6322507,B72,276
173,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,45.1,45,45.4660134,-73.6334493,B51,277
264,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,45.7,46,45.465449,-73.632536,B72,278
265,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,46.5,47,45.465404,-73.632451,B72,279
165,BENNY,P1,FRAM,Fraxinus Americana,White Ash,47,47,45.466865,-73.631698,B47,280
127,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,47.1,47,45.4663466,-73.6339867,B35,281
69,BENNY,P1,PIAB,Picea Abies,Norway Spruce,48.3,48,45.466469,-73.631323,B19,282
128,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,48.4,48,45.4663927,-73.634093,B35,283
131,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,49.1,49,45.4659474,-73.6333943,B36,284
70,BENNY,P1,PIAB,Picea Abies,Norway Spruce,49.5,50,45.466482,-73.631371,B19,285
207,BENNY,P1,PODE,Populus Deltoides,Eastern Cottonwood,49.9,50,45.467038,-73.632708,B58,286
125,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,51.2,51,45.4655751,-73.6325262,B34,287
222,BENNY,P1,GLTR,Gleditsia Triacanthos,Common Honeylocust,52.5,53,45.466425,-73.631536,B69,288
92,BENNY,P1,TICO,Tilia Cordata,Littleleaf European Linden,52.6,53,45.467429,-73.632745,B25,289
156,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,52.6,53,45.4656668,-73.6326309,B42,290
81,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,52.7,53,45.466117,-73.631521,B23,291
113,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,52.9,53,45.4662975,-73.6338959,B33,292
126,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,53.6,54,45.4656048,-73.6325316,B34,293
235,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,53.9,54,45.4662667,-73.6336213,B7,294
174,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,55.2,55,45.4660692,-73.6335582,B51,295
236,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,55.2,55,45.4663205,-73.6336099,B7,296
63,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,55.3,55,45.4657299,-73.6330399,B18,297
82,BENNY,P1,EUAL,Euonymous Alatus,Burning Bush,56.3,56,45.4661416,-73.6315885,B23,298
132,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,56.9,57,45.4658418,-73.6332199,B36,299
215,BENNY,P1,GLTR,Gleditsia Triacanthos,Common Honeylocust,57.4,57,45.466502,-73.631737,B62,300
64,BENNY,P1,FRAM,Fraxinus Americana,White Ash,58,58,45.46579,-73.632987,B18,301
94,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,58.2,58,45.4665009,-73.63426,B27,302
114,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,59.2,59,45.4662065,-73.6338328,B33,303
164,BENNY,P1,QUMA,Quercus Macrocarpa,Bur Oak,59.6,60,45.466952,-73.631727,B46,304
87,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,59.8,60,45.465561,-73.632758,B24,305
10,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,60.8,61,45.4660567,-73.6332347,B10,306
83,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,61.9,62,45.466178,-73.631465,B23,307
223,BENNY,P1,GLTR,Gleditsia Triacanthos,Common Honeylocust,64.1,64,45.466363,-73.631484,B69,308
157,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,64.2,64,45.4656584,-73.6327033,B42,309
112,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,64.9,65,45.4659584,-73.6330741,B31,310
11,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,66.7,67,45.4660776,-73.6331965,B10,311
175,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,70.8,71,45.466131,-73.6337074,B51,312
144,BENNY,P1,TICO,Tilia Cordata,Littleleaf European Linden,78.3,78,45.466838,-73.633995,B39,313
100,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,85.6,86,45.466725,-73.631205,B29,314
77,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,86.8,87,45.466805,-73.631378,B20,315
266,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,88.9,89,45.467336,-73.633536,B73,316
318,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,88.9,89,45.466572,-73.631565,B91,317
146,BENNY,P1,PODE,Populus Deltoides,Eastern Cottonwood,89.5,90,45.467098,-73.632839,B40,318
319,COFFEE,P2,JUNI,Juglans Nigra,Eastern Black Walnut,4.8,5,45.455732,-73.638387,C8,319
320,COFFEE,P2,ACNE,Acer Negundo,Manitoba Maple,5.2,5,45.4554215,-73.6386973,C17,320
321,COFFEE,P2,RHCA,Rhamnus Cathartica,European Buckthorn,6.3,6,45.4552298,-73.639095,C23,321
322,COFFEE,P2,TIAM,Tilia Americana,American Basswood,6.6,7,45.4553211,-73.6389136,C23,322
323,COFFEE,P2,ACNE,Acer Negundo,Manitoba Maple,6.7,7,45.4555365,-73.6384673,C17,323
324,COFFEE,P2,PHPU,Philadelphus Pubescens,Hoary Mockorange,7.1,7,45.4552181,-73.6391174,C23,324
325,COFFEE,P2,JUNI,Juglans Nigra,Eastern Black Walnut,7.7,8,45.455848,-73.638896,C20,325
326,COFFEE,P2,TIAM,Tilia Americana,American Basswood,7.9,8,45.4552275,-73.6390014,C23,326
327,COFFEE,P2,PRVI,Prunus Virginiana,Common Chokecherry,8.2,8,45.4556167,-73.6383349,C8,327
328,COFFEE,P2,TIAM,Tilia Americana,American Basswood,8.5,9,45.4556101,-73.638353,C8,328
329,COFFEE,P2,PHPU,Philadelphus Pubescens,Hoary Mockorange,8.6,9,45.4552009,-73.6391141,C23,329
330,COFFEE,P2,TIAM,Tilia Americana,American Basswood,8.7,9,45.4554584,-73.6385371,C17,330
331,COFFEE,P2,ACTA,Acer Tataricum,Tatarian Maple,8.8,9,45.4547061,-73.640072,C16,331
332,COFFEE,P2,FRPE,Fraxinus Pennsylvanica,Red Ash,9,9,45.4554295,-73.6386776,C17,332
333,COFFEE,P2,FRPE,Fraxinus Pennsylvanica,Red Ash,9,9,45.45556,-73.638388,C17,333
334,COFFEE,P2,PHPU,Philadelphus Pubescens,Hoary Mockorange,9.3,9,45.4551844,-73.63916,C22,334
335,COFFEE,P2,ACSC,Acer Saccharum,Sugar Maple,9.6,10,45.455728,-73.638585,C4,335
336,COFFEE,P2,TIAM,Tilia Americana,American Basswood,10.2,10,45.4553213,-73.6389015,C23,336
337,COFFEE,P2,TIAM,Tilia Americana,American Basswood,10.2,10,45.4556165,-73.6383343,C8,337
338,COFFEE,P2,ACPL,Acer Platanoides,Superform Norway Maple,10.2,10,45.455699,-73.639085,C21,338
339,COFFEE,P2,QUMA,Quercus Macrocarpa,Bur Oak,10.3,10,45.455888,-73.639016,C3,339
340,COFFEE,P2,THOC,Thuja Occidentalis,Eastern White Cedar,10.6,11,45.4552287,-73.6389699,C23,340
341,COFFEE,P2,ACTA,Acer Tataricum,Tatarian Maple,11.2,11,45.4548392,-73.6398534,C9,341
342,COFFEE,P2,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,11.8,12,45.454768,-73.640041,C16,342
343,COFFEE,P2,JUNI,Juglans Nigra,Eastern Black Walnut,12.5,13,45.455803,-73.638784,C20,343
344,COFFEE,P2,ACTA,Acer Tataricum,Tatarian Maple,13.3,13,45.4548902,-73.6397883,C9,344
345,COFFEE,P2,TIAM,Tilia Americana,American Basswood,13.3,13,45.4553253,-73.6389032,C23,345
346,COFFEE,P2,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,13.5,14,45.454845,-73.640124,C18,346
347,COFFEE,P2,ULMI,Ulmus x 'Morton' (Accolade TM),Morton (Accolade TM) Elm,14.1,14,45.455062,-73.639928,C7,347
348,COFFEE,P2,TIAM,Tilia Americana,American Basswood,14.3,14,45.4553161,-73.6389186,C23,348
349,COFFEE,P2,ACTA,Acer Tataricum,Tatarian Maple,14.6,15,45.454715,-73.6401172,C16,349
350,COFFEE,P2,ACTA,Acer Tataricum,Tatarian Maple,14.6,15,45.4548599,-73.6399476,C9,350
351,COFFEE,P2,ACSC,Acer Saccharum,Sugar Maple,14.6,15,45.455759,-73.638674,C20,351
352,COFFEE,P2,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,15.1,15,45.455097,-73.639716,C12,352
353,COFFEE,P2,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,15.2,15,45.45471,-73.640164,C16,353
354,COFFEE,P2,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,15.2,15,45.454841,-73.640179,C18,354
355,COFFEE,P2,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,15.7,16,45.454739,-73.640073,C16,355
356,COFFEE,P2,TIAM,Tilia Americana,American Basswood,15.9,16,45.4553787,-73.638813,C5,356
357,COFFEE,P2,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,16.1,16,45.454807,-73.640058,C18,357
358,COFFEE,P2,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,16.4,16,45.45471,-73.640097,C16,358
359,COFFEE,P2,TIAM,Tilia Americana,American Basswood,16.4,16,45.4553124,-73.6389361,C23,359
360,COFFEE,P2,ACTA,Acer Tataricum,Tatarian Maple,16.5,17,45.454739,-73.6400307,C16,360
361,COFFEE,P2,ACTA,Acer Tataricum,Tatarian Maple,16.5,17,45.4548902,-73.6398044,C9,361
362,COFFEE,P2,CTSP,Catalpa Speciosa,Western Catalpa,16.5,17,45.455628,-73.639095,C21,362
363,COFFEE,P2,ACNE,Acer Negundo,Manitoba Maple,17.3,17,45.4553472,-73.638863,C23,363
364,COFFEE,P2,RHCA,Rhamnus Cathartica,European Buckthorn,17.4,17,45.4551917,-73.6393186,C22,364
365,COFFEE,P2,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,17.7,18,45.45511,-73.639571,C12,365
366,COFFEE,P2,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,18.7,19,45.455204,-73.639506,C13,366
367,COFFEE,P2,TIAM,Tilia Americana,American Basswood,18.8,19,45.4554476,-73.6385344,C17,367
368,COFFEE,P2,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,19.4,19,45.455148,-73.639609,C13,368
369,COFFEE,P2,TIAM,Tilia Americana,American Basswood,19.6,20,45.455319,-73.6388968,C23,369
370,COFFEE,P2,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,20,20,45.455163,-73.639472,C13,370
371,COFFEE,P2,FRAM,Fraxinus Americana,Manitou White Ash,20.2,20,45.454945,-73.639992,C7,371
372,COFFEE,P2,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,21.1,21,45.455037,-73.639677,C12,372
373,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,21.2,21,45.454972,-73.639681,C12,373
374,COFFEE,P2,CTSP,Catalpa Speciosa,Western Catalpa,21.8,22,45.455766,-73.639073,C15,374
375,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,22.3,22,45.454976,-73.639541,C14,375
376,COFFEE,P2,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,22.6,23,45.45478,-73.640245,C18,376
377,COFFEE,P2,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,22.9,23,45.454817,-73.640212,C18,377
378,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,22.9,23,45.455016,-73.639698,C12,378
379,COFFEE,P2,ACTA,Acer Tataricum,Tatarian Maple,23.2,23,45.4555372,-73.6384616,C17,379
380,COFFEE,P2,CTSP,Catalpa Speciosa,Western Catalpa,24.4,24,45.455483,-73.63912,C1,380
381,COFFEE,P2,ACGI,Acer Ginnala,Armur Maple,27.4,27,45.455441,-73.639491,C2,381
382,COFFEE,P2,TICO,Tilia Cordata,Littleleaf European Linden,30.7,31,45.454773,-73.64014,C16,382
383,COFFEE,P2,MASY,Malus Sylvestris,Common Apple,32,32,45.455224,-73.639772,C11,383
384,COFFEE,P2,TIAM,Tilia Americana,American Basswood,32,32,45.455558,-73.639471,C10,384
385,COFFEE,P2,MASY,Malus Sylvestris,Common Apple,32.1,32,45.455158,-73.639834,C11,385
386,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,32.2,32,45.455022,-73.639446,C14,386
387,COFFEE,P2,TIAM,Tilia Americana,American Basswood,33.4,33,45.455628,-73.6394,C10,387
388,COFFEE,P2,MASY,Malus Sylvestris,Common Apple,34.2,34,45.455264,-73.639721,C11,388
389,COFFEE,P2,ACGI,Acer Ginnala,Armur Maple,34.6,35,45.455493,-73.639334,C6,389
390,COFFEE,P2,ACNE,Acer Negundo,Manitoba Maple,36.1,36,45.454868,-73.639934,C9,390
391,COFFEE,P2,PRSE,Prunus Serotina,Black Cherry,38.5,39,45.45525,-73.639009,C23,391
392,COFFEE,P2,ACGI,Acer Ginnala,Armur Maple,38.5,39,45.455498,-73.639281,C6,392
393,COFFEE,P2,ACGI,Acer Ginnala,Armur Maple,40.1,40,45.455342,-73.639597,C2,393
394,COFFEE,P2,FRPE,Fraxinus Pennsylvanica,Red Ash,43.3,43,45.455938,-73.638914,C3,394
395,COFFEE,P2,TICO,Tilia Cordata,Littleleaf European Linden,45.6,46,45.455213,-73.639842,C11,395
396,COFFEE,P2,ACNE,Acer Negundo,Manitoba Maple,48.5,49,45.455386,-73.638754,C5,396
397,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,49,49,45.455553,-73.639369,C10,397
398,COFFEE,P2,ACGI,Acer Ginnala,Armur Maple,49.6,50,45.455452,-73.639543,C2,398
399,COFFEE,P2,FRPE,Fraxinus Pennsylvanica,Red Ash,49.9,50,45.455783,-73.638521,C20,399
400,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,51.7,52,45.455515,-73.639431,C6,400
401,COFFEE,P2,FRPE,Fraxinus Pennsylvanica,Red Ash,53.9,54,45.455888,-73.638805,C3,401
402,COFFEE,P2,TIAM,Tilia Americana,American Basswood,54.4,54,45.455624,-73.639315,C10,402
403,COFFEE,P2,TICO,Tilia Cordata,Littleleaf European Linden,55.1,55,45.455493,-73.639549,C2,403
404,COFFEE,P2,TICO,Tilia Cordata,Littleleaf European Linden,55.3,55,45.455694,-73.63933,C10,404
405,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,57.9,58,45.454991,-73.639789,C12,405
406,COFFEE,P2,ACNE,Acer Negundo,Manitoba Maple,58.9,59,45.45474,-73.640004,C16,406
407,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,60.9,61,45.454927,-73.639632,C9,407
408,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,62.3,62,45.455381,-73.639302,C6,408
409,COFFEE,P2,TICO,Tilia Cordata,Littleleaf European Linden,62.4,62,45.454719,-73.64026,C16,409
410,COFFEE,P2,TIAM,Tilia Americana,American Basswood,62.5,63,45.455451,-73.63864,C17,410
411,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,63.1,63,45.454914,-73.639706,C9,411
412,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,63.7,64,45.455116,-73.639251,C14,412
413,COFFEE,P2,ACNE,Acer Negundo,Manitoba Maple,64.1,64,45.454858,-73.639955,C9,413
414,COFFEE,P2,TIAM,Tilia Americana,American Basswood,64.4,64,45.455539,-73.638444,C17,414
415,COFFEE,P2,FRPE,Fraxinus Pennsylvanica,Red Ash,64.6,65,45.455822,-73.638618,C20,415
416,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,66.2,66,45.455048,-73.639847,C7,416
417,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,66.4,66,45.455091,-73.639777,C12,417
418,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,66.5,67,45.455301,-73.639677,C11,418
419,COFFEE,P2,TICO,Tilia Cordata,Littleleaf European Linden,67.9,68,45.455494,-73.63854,C17,419
420,COFFEE,P2,ACNE,Acer Negundo,Manitoba Maple,69.6,70,45.454889,-73.639907,C9,420
421,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,69.7,70,45.455074,-73.639341,C14,421
422,COFFEE,P2,ACNE,Acer Negundo,Manitoba Maple,70,70,45.454927,-73.640133,C18,422
423,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,71.2,71,45.455139,-73.639209,C14,423
424,COFFEE,P2,TICO,Tilia Cordata,Littleleaf European Linden,71.6,72,45.455344,-73.638823,C23,424
425,COFFEE,P2,ACSA,Acer Saccharinum,Silver Maple,73.5,74,45.454954,-73.639824,C12,425
426,COFFEE,P2,TIAM,Tilia Americana,American Basswood,73.8,74,45.455289,-73.638916,C23,426
427,COFFEE,P2,TICO,Tilia Cordata,Littleleaf European Linden,85.7,86,45.455315,-73.63943,C13,427
428,COFFEE,P2,ACNE,Acer Negundo,Manitoba Maple,85.9,86,45.454765,-73.639995,C16,428
429,COFFEE,P2,ACNE,Acer Negundo,Manitoba Maple,147.4,147,45.455229,-73.639058,C23,429
495,HERBERT-OUTERBRIDGE,P4,TACA,Taxus Canadensis,Canadian Yew,30.3,30,45.4653708,-73.6272812,H1,430
499,HERBERT-OUTERBRIDGE,P4,TACA,Taxus Canadensis,Canadian Yew,51.4,51,45.4653776,-73.6272762,H1,431
500,HERBERT-OUTERBRIDGE,P4,TACA,Taxus Canadensis,Canadian Yew,56.1,56,45.4653828,-73.6272661,H1,432
508,HERBERT-OUTERBRIDGE,P4,QUMA,Quercus Macrocarpa,Bur Oak,9.9,10,45.465511,-73.627294,H1,433
515,HERBERT-OUTERBRIDGE,P4,PIPU,Picea Pungens,Glauca Blue Spruce,21,21,45.465437,-73.627296,H1,434
519,HERBERT-OUTERBRIDGE,P4,PIPU,Picea Pungens,Glauca Blue Spruce,26.6,27,45.46541,-73.627313,H1,435
528,HERBERT-OUTERBRIDGE,P4,MABA,Malus Baccata,Crab Apple,33,33,45.465527,-73.627437,H1,436
532,HERBERT-OUTERBRIDGE,P4,PIPU,Picea Pungens,Glauca Blue Spruce,52.4,52,45.465423,-73.627261,H1,437
507,HERBERT-OUTERBRIDGE,P4,PYCO,Pyrus Domestica,Common Pear,8.6,9,45.465499,-73.627531,H2,438
514,HERBERT-OUTERBRIDGE,P4,TIERWR,Tilia x Europaea 'Wratislaviensis',Warsaw Linden,17.1,17,45.465383,-73.627477,H2,439
518,HERBERT-OUTERBRIDGE,P4,MABA,Malus Baccata,Crab Apple,23.9,24,45.465482,-73.627649,H2,440
524,HERBERT-OUTERBRIDGE,P4,MABA,Malus Baccata,Crab Apple,31.1,31,45.465468,-73.627454,H2,441
529,HERBERT-OUTERBRIDGE,P4,FRPE,Fraxinus Pennsylvanica,Red Ash,39.4,39,45.465408,-73.627707,H2,442
490,HERBERT-OUTERBRIDGE,P4,CEOC,Celtis Occidentalis,Common Hackberry,7.8,8,45.4653268,-73.6271444,H3,443
496,HERBERT-OUTERBRIDGE,P4,TACA,Taxus Canadensis,Canadian Yew,31.1,31,45.4653602,-73.6272866,H3,444
497,HERBERT-OUTERBRIDGE,P4,ULPU,Ulmus Pumila,Siberian Elm,36.7,37,45.465272,-73.6272007,H3,445
498,HERBERT-OUTERBRIDGE,P4,TACA,Taxus Canadensis,Canadian Yew,47.3,47,45.4653496,-73.6272912,H3,446
501,HERBERT-OUTERBRIDGE,P4,ULPU,Ulmus Pumila,Siberian Elm,34.5,35,45.4652342,-73.6272265,H3,447
510,HERBERT-OUTERBRIDGE,P4,COCO,Corylus Colurna,Turkish Filbert,12.7,13,45.46531,-73.627352,H3,448
511,HERBERT-OUTERBRIDGE,P4,COCO,Corylus Colurna,Turkish Filbert,13.8,14,45.465336,-73.627389,H3,449
520,HERBERT-OUTERBRIDGE,P4,FRPE,Fraxinus Pennsylvanica,Red Ash,29.5,30,45.465257,-73.62735,H3,450
533,HERBERT-OUTERBRIDGE,P4,ULPU,Ulmus Pumila,Siberian Elm,78.6,79,45.465281,-73.627141,H3,451
534,HERBERT-OUTERBRIDGE,P4,ULPU,Ulmus Pumila,Siberian Elm,87.9,88,45.465214,-73.627198,H3,452
494,HERBERT-OUTERBRIDGE,P4,RHTY,Rhus Typhina,Staghorn Sumac,26.9,27,45.4656149,-73.6275166,H4,453
503,HERBERT-OUTERBRIDGE,P4,GIBI,Ginkgo Biloba,Maidenhair Tree,5.7,6,45.465676,-73.627247,H4,454
506,HERBERT-OUTERBRIDGE,P4,PYCO,Pyrus Domestica,Common Pear,6.4,6,45.465578,-73.62753,H4,455
516,HERBERT-OUTERBRIDGE,P4,MABA,Malus Baccata,Crab Apple,23.1,23,45.465621,-73.627304,H4,456
521,HERBERT-OUTERBRIDGE,P4,MABA,Malus Baccata,Crab Apple,29.6,30,45.465652,-73.627418,H4,457
525,HERBERT-OUTERBRIDGE,P4,MABA,Malus Baccata,Crab Apple,31.3,31,45.465695,-73.627388,H4,458
527,HERBERT-OUTERBRIDGE,P4,PIPU,Picea Pungens,Glauca Blue Spruce,32.1,32,45.465628,-73.627188,H4,459
509,HERBERT-OUTERBRIDGE,P4,THOC,Thuja Occidentalis,Eastern White Cedar,10.7,11,45.465804,-73.627277,H5,460
512,HERBERT-OUTERBRIDGE,P4,THOC,Thuja Occidentalis,Eastern White Cedar,13.9,14,45.46576,-73.627311,H5,461
513,HERBERT-OUTERBRIDGE,P4,THOC,Thuja Occidentalis,Eastern White Cedar,16.8,17,45.465791,-73.627321,H5,462
523,HERBERT-OUTERBRIDGE,P4,QURU,Quercus Rubra,Red Oak,30.9,31,45.465737,-73.627201,H5,463
531,HERBERT-OUTERBRIDGE,P4,FRPE,Fraxinus Pennsylvanica,Red Ash,48.8,49,45.465751,-73.627038,H5,464
491,HERBERT-OUTERBRIDGE,P4,PRVI,Prunus Virginiana,Common Chokecherry,13.2,13,45.4655883,-73.6268772,H6,465
492,HERBERT-OUTERBRIDGE,P4,TICO,Tilia Cordata,Littleleaf European Linden,18.1,18,45.4656819,-73.6268259,H6,466
493,HERBERT-OUTERBRIDGE,P4,TICO,Tilia Cordata,Littleleaf European Linden,20.7,21,45.4656626,-73.62684,H6,467
504,HERBERT-OUTERBRIDGE,P4,QUPA,Quercus Palustris,Pin Oak,5.9,6,45.465592,-73.627039,H6,468
517,HERBERT-OUTERBRIDGE,P4,MABA,Malus Baccata,Crab Apple,23.6,24,45.465674,-73.627035,H6,469
522,HERBERT-OUTERBRIDGE,P4,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,30.7,31,45.465637,-73.627121,H6,470
526,HERBERT-OUTERBRIDGE,P4,PIPU,Picea Pungens,Glauca Blue Spruce,31.8,32,45.465666,-73.62716,H6,471
530,HERBERT-OUTERBRIDGE,P4,FRPE,Fraxinus Pennsylvanica,Red Ash,39.5,40,45.465711,-73.626941,H6,472
489,HERBERT-OUTERBRIDGE,P4,CEOC,Celtis Occidentalis,Common Hackberry,5.1,5,45.4654931,-73.6269533,H7,473
502,HERBERT-OUTERBRIDGE,P4,QUPA,Quercus Palustris,Pin Oak,5.6,6,45.465531,-73.627097,H7,474
505,HERBERT-OUTERBRIDGE,P4,QUPA,Quercus Palustris,Pin Oak,6.1,6,45.465469,-73.627155,H7,475
131,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,4.5,5,45.4615106,-73.6450411,LO161,476
235,LOYOLA,P5,ACRU,Acer Rubrum,Red Maple,4.5,5,45.4614753,-73.6452198,LO60,477
