Sample Site,Site Code,Layer,Area
TRENHOLME,P6,T99,0.040
TRENHOLME,P6,T99,0.040
TRENHOLME,P6,T99,0.040
TRENHOLME,P6,T99,0.040
TRENHOLME,P6,T99,0.040
TRENHOLME,P6,T99,0.040
WILLIAM-BOWIE,P7,W10,0.041
WILLIAM-BOWIE,P7,W10,0.041
WILLIAM-BOWIE,P7,W10,0.041
WILLIAM-BOWIE,P7,W10,0.041
WILLIAM-BOWIE,P7,W10,0.041
WILLIAM-BOWIE,P7,W10,0.041
WILLIAM-BOWIE,P7,W10,0.041
WILLIAM-BOWIE,P7,W11,0.041
WILLIAM-BOWIE,P7,W11,0.041
WILLIAM-BOWIE,P7,W11,0.041
WILLIAM-BOWIE,P7,W12,0.041
WILLIAM-BOWIE,P7,W12,0.041
WILLIAM-BOWIE,P7,W12,0.041
WILLIAM-BOWIE,P7,W13,0.041
WILLIAM-BOWIE,P7,W13,0.041
WILLIAM-BOWIE,P7,W13,0.041
WILLIAM-BOWIE,P7,W13,0.041
WILLIAM-BOWIE,P7,W13,0.041
WILLIAM-BOWIE,P7,W14,0.041
WILLIAM-BOWIE,P7,W14,0.041
WILLIAM-BOWIE,P7,W14,0.041
WILLIAM-BOWIE,P7,W14,0.041
WILLIAM-BOWIE,P7,W14,0.041
WILLIAM-BOWIE,P7,W14,0.041
WILLIAM-BOWIE,P7,W15,0.041
WILLIAM-BOWIE,P7,W15,0.041
WILLIAM-BOWIE,P7,W16,0.041
WILLIAM-BOWIE,P7,W16,0.041
WILLIAM-BOWIE,P7,W16,0.041
WILLIAM-BOWIE,P7,W16,0.041
WILLIAM-BOWIE,P7,W17,0.041
WILLIAM-BOWIE,P7,W17,0.041
WILLIAM-BOWIE,P7,W17,0.041
WILLIAM-BOWIE,P7,W17,0.041
WILLIAM-BOWIE,P7,W17,0.041
WILLIAM-BOWIE,P7,W18,0.041
WILLIAM-BOWIE,P7,W18,0.041
WILLIAM-BOWIE,P7,W18,0.041
WILLIAM-BOWIE,P7,W18,0.041
WILLIAM-BOWIE,P7,W19,0.041
WILLIAM-BOWIE,P7,W19,0.041
WILLIAM-BOWIE,P7,W2,0.041
WILLIAM-BOWIE,P7,W2,0.041
WILLIAM-BOWIE,P7,W2,0.041
WILLIAM-BOWIE,P7,W2,0.041
WILLIAM-BOWIE,P7,W20,0.041
WILLIAM-BOWIE,P7,W20,0.041
WILLIAM-BOWIE,P7,W21,0.041
WILLIAM-BOWIE,P7,W21,0.041
WILLIAM-BOWIE,P7,W21,0.041
WILLIAM-BOWIE,P7,W21,0.041
WILLIAM-BOWIE,P7,W21,0.041
WILLIAM-BOWIE,P7,W21,0.041
WILLIAM-BOWIE,P7,W22,0.041
WILLIAM-BOWIE,P7,W22,0.041
WILLIAM-BOWIE,P7,W22,0.041
WILLIAM-BOWIE,P7,W22,0.041
WILLIAM-BOWIE,P7,W22,0.041
WILLIAM-BOWIE,P7,W22,0.041
WILLIAM-BOWIE,P7,W22,0.041
WILLIAM-BOWIE,P7,W22,0.041
WILLIAM-BOWIE,P7,W23,0.041
WILLIAM-BOWIE,P7,W24,0.041
WILLIAM-BOWIE,P7,W24,0.041
WILLIAM-BOWIE,P7,W24,0.041
WILLIAM-BOWIE,P7,W24,0.041
WILLIAM-BOWIE,P7,W24,0.041
WILLIAM-BOWIE,P7,W24,0.041
WILLIAM-BOWIE,P7,W25,0.041
WILLIAM-BOWIE,P7,W25,0.041
WILLIAM-BOWIE,P7,W25,0.041
WILLIAM-BOWIE,P7,W27,0.041
WILLIAM-BOWIE,P7,W27,0.041
WILLIAM-BOWIE,P7,W27,0.041
WILLIAM-BOWIE,P7,W27,0.041
WILLIAM-BOWIE,P7,W28,0.041
WILLIAM-BOWIE,P7,W28,0.041
WILLIAM-BOWIE,P7,W28,0.041
WILLIAM-BOWIE,P7,W28,0.041
WILLIAM-BOWIE,P7,W28,0.041
WILLIAM-BOWIE,P7,W29,0.041
WILLIAM-BOWIE,P7,W29,0.041
WILLIAM-BOWIE,P7,W29,0.041
WILLIAM-BOWIE,P7,W29,0.041
WILLIAM-BOWIE,P7,W3,0.041
WILLIAM-BOWIE,P7,W30,0.041
WILLIAM-BOWIE,P7,W31,0.041
WILLIAM-BOWIE,P7,W31,0.041
WILLIAM-BOWIE,P7,W32,0.041
WILLIAM-BOWIE,P7,W32,0.041
WILLIAM-BOWIE,P7,W32,0.041
WILLIAM-BOWIE,P7,W32,0.041
WILLIAM-BOWIE,P7,W32,0.041
WILLIAM-BOWIE,P7,W33,0.041
WILLIAM-BOWIE,P7,W33,0.041
WILLIAM-BOWIE,P7,W33,0.041
WILLIAM-BOWIE,P7,W5,0.041
WILLIAM-BOWIE,P7,W5,0.041
WILLIAM-BOWIE,P7,W6,0.041
WILLIAM-BOWIE,P7,W6,0.041
WILLIAM-BOWIE,P7,W6,0.041
WILLIAM-BOWIE,P7,W8,0.041
WILLIAM-BOWIE,P7,W8,0.041
WILLIAM-BOWIE,P7,W8,0.041
WILLIAM-BOWIE,P7,W8,0.041
WILLIAM-BOWIE,P7,W9,0.041
WILLIAM-BOWIE,P7,W9,0.041
WILLIAM-BOWIE,P7,W9,0.041
