fid,Sample Site,Site Code,Species Code,Species Latin,Latitude,Longitude,DBH (2020):,DBH Round,Basal.Area,Subsite Code,GS Type,Classification
88,LOYOLA,P5,ACSA,Acer Saccharinum,45.461435,-73.647339,16,16,0.020096,LO135,Park,Public
84,LOYOLA,P5,VILE,Viburnum Lentago,45.4609424,-73.6463963,16.1,16,0.020096,LO133,Park,Public
89,LOYOLA,P5,ACSA,Acer Saccharinum,45.461515,-73.647316,16.1,16,0.020096,LO135,Park,Public
316,LOYOLA,P5,MABA,Malus Baccata,45.460583,-73.646336,16.2,16,0.020096,LO90,Park,Public
317,LOYOLA,P5,MABA,Malus Baccata,45.460695,-73.64652,16.4,16,0.020096,LO90,Park,Public
124,LOYOLA,P5,THOC,Thuja Occidentalis,45.4605088,-73.6463882,16.5,17,0.0226865,LO156,Park,Public
222,LOYOLA,P5,CEOC,Celtis Occidentalis,45.4610137,-73.6445617,16.6,17,0.0226865,LO54,Park,Public
266,LOYOLA,P5,VILE,Viburnum Lentago,45.4608653,-73.6462216,16.6,17,0.0226865,LO68,Park,Public
93,LOYOLA,P5,PIAB,Picea Abies,45.462304,-73.646475,16.8,17,0.0226865,LO14,Park,Public
318,LOYOLA,P5,MABA,Malus Baccata,45.460649,-73.646513,16.9,17,0.0226865,LO90,Park,Public
38,LOYOLA,P5,GYDI,Gymnocladus Dioicus,45.461334,-73.647737,17,17,0.0226865,LO11,Park,Public
348,LOYOLA,P5,CGPU,Crataegus Punctata,45.462918,-73.646304,17,17,0.0226865,LO99,Park,Public
267,LOYOLA,P5,VILE,Viburnum Lentago,45.4608382,-73.6461505,17.1,17,0.0226865,LO68,Park,Public
268,LOYOLA,P5,THOC,Thuja Occidentalis,45.4607719,-73.6460955,17.2,17,0.0226865,LO68,Park,Public
19,LOYOLA,P5,VILE,Viburnum Lentago,45.4609071,-73.6463021,17.3,17,0.0226865,LO102,Park,Public
75,LOYOLA,P5,ACFR,Acer Freemannii,45.462579,-73.646441,17.4,17,0.0226865,LO130,Park,Public
340,LOYOLA,P5,QUMA,Quercus Macrocarpa,45.460332,-73.645944,17.7,18,0.025434,LO95,Park,Public
151,LOYOLA,P5,MABA,Malus 'Robusta',45.460961,-73.6464355,18.2,18,0.025434,LO19,Park,Public
269,LOYOLA,P5,AMAR,Amelanchier Arborea,45.4607797,-73.6460687,18.2,18,0.025434,LO68,Park,Public
341,LOYOLA,P5,QUMA,Quercus Macrocarpa,45.460381,-73.646068,18.2,18,0.025434,LO95,Park,Public
247,LOYOLA,P5,CEOC,Celtis Occidentalis,45.4609768,-73.6446341,18.4,18,0.025434,LO64,Park,Public
270,LOYOLA,P5,VILE,Viburnum Lentago,45.4608627,-73.6462494,18.4,18,0.025434,LO68,Park,Public
250,LOYOLA,P5,MABA,Malus Baccata,45.4606,-73.646262,18.6,19,0.0283385,LO65,Park,Public
180,LOYOLA,P5,ACPL,Acer Platanoides,45.460062,-73.645124,18.7,19,0.0283385,LO30,Park,Public
67,LOYOLA,P5,PIAB,Picea Abies,45.4625615,-73.6461572,18.8,19,0.0283385,LO126,Park,Public
106,LOYOLA,P5,ACSA,Acer Saccharinum,45.461486,-73.64745,18.9,19,0.0283385,LO152,Park,Public
190,LOYOLA,P5,PNSY,Pinus Sylvestris,45.462511,-73.646225,19.3,19,0.0283385,LO35,Park,Public
95,LOYOLA,P5,CTSP,Catalpa Speciosa,45.461973,-73.64652,19.8,20,0.0314,LO142,Park,Public
33,LOYOLA,P5,QUMA,Quercus Macrocarpa,45.460445,-73.645855,19.9,20,0.0314,LO108,Park,Public
289,LOYOLA,P5,MASY,Malus Sylvestris,45.462777,-73.646401,19.9,20,0.0314,LO80,Park,Public
145,LOYOLA,P5,TICO,Tilia Cordata,45.461229,-73.644453,20.1,20,0.0314,LO171,Park,Public
342,LOYOLA,P5,QUMA,Quercus Macrocarpa,45.460384,-73.645904,20.4,20,0.0314,LO95,Park,Public
311,LOYOLA,P5,MABA,Malus Baccata 'Rosthern',45.460527,-73.645977,20.5,21,0.0346185,LO89,Park,Public
248,LOYOLA,P5,CEOC,Celtis Occidentalis,45.460988,-73.6445888,20.6,21,0.0346185,LO64,Park,Public
234,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.461146,-73.647854,20.8,21,0.0346185,LO6,Park,Public
189,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',45.462209,-73.644406,21.2,21,0.0346185,LO34,Park,Public
271,LOYOLA,P5,VILE,Viburnum Lentago,45.4608328,-73.6461344,21.3,21,0.0346185,LO68,Park,Public
319,LOYOLA,P5,THOC,Thuja Occidentalis,45.4607141,-73.6464737,21.4,21,0.0346185,LO90,Park,Public
32,LOYOLA,P5,ACFR,Acer Freemannii,45.461882,-73.645904,21.5,22,0.037994,LO105,Park,Public
113,LOYOLA,P5,ACPL,Acer Platanoides,45.460338,-73.644281,21.5,22,0.037994,LO154,Park,Public
29,LOYOLA,P5,ACFR,Acer Freemannii,45.461864,-73.645776,21.8,22,0.037994,LO103,Park,Public
312,LOYOLA,P5,MABA,Malus Baccata,45.460567,-73.645993,21.8,22,0.037994,LO89,Park,Public
60,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.461087,-73.64763,21.9,22,0.037994,LO12,Park,Public
310,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',45.461946,-73.644599,21.9,22,0.037994,LO86,Park,Public
166,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',45.462255,-73.646622,22.2,22,0.037994,LO25,Park,Public
78,LOYOLA,P5,LOXY,Lonicera Sylosteum,45.4607489,-73.6460385,22.3,22,0.037994,LO132,Park,Public
167,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',45.462303,-73.646711,22.3,22,0.037994,LO25,Park,Public
146,LOYOLA,P5,FRAM,Fraxinus Americana,45.461279,-73.644417,22.4,22,0.037994,LO171,Park,Public
96,LOYOLA,P5,ACFR,Acer Freemannii,45.461988,-73.646348,22.9,23,0.0415265,LO142,Park,Public
320,LOYOLA,P5,AMAR,Amelanchier Arborea,45.460639,-73.646574,22.9,23,0.0415265,LO90,Park,Public
321,LOYOLA,P5,MABA,Malus 'Prairiefire',45.4606501,-73.6463872,22.9,23,0.0415265,LO90,Park,Public
147,LOYOLA,P5,FRAM,Fraxinus Americana,45.461315,-73.644386,23,23,0.0415265,LO171,Park,Public
322,LOYOLA,P5,THOC,Thuja Occidentalis,45.4605965,-73.6464362,23.2,23,0.0415265,LO90,Park,Public
42,LOYOLA,P5,ULXXFR,Ulmus 'Frontier',45.46244,-73.645023,23.3,23,0.0415265,LO111,Park,Public
133,LOYOLA,P5,MABA,Malus Baccata 'Jefspire',45.463063,-73.646342,23.3,23,0.0415265,LO162,Park,Public
208,LOYOLA,P5,PIPU,Picea Pungens,45.461137,-73.64685,23.3,23,0.0415265,LO44,Park,Public
290,LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',45.462759,-73.646589,23.3,23,0.0415265,LO80,Park,Public
52,LOYOLA,P5,BEVU,Berberis Vulgaris,45.4611019,-73.6473354,23.4,23,0.0415265,LO119,Park,Public
202,LOYOLA,P5,MABA,Malus Baccata,45.461744,-73.647222,23.5,24,0.045216,LO4,Park,Public
223,LOYOLA,P5,FRAM,Fraxinus Americana,45.461181,-73.644497,23.6,24,0.045216,LO54,Park,Public
251,LOYOLA,P5,THOC,Thuja Occidentalis,45.4607367,-73.6461398,23.6,24,0.045216,LO65,Park,Public
44,LOYOLA,P5,MABA,Malus 'Royalty',45.462193,-73.647038,23.8,24,0.045216,LO112,Park,Public
101,LOYOLA,P5,ULXXFR,Ulmus 'Frontier',45.462413,-73.64508,23.9,24,0.045216,LO15,Park,Public
168,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',45.462332,-73.646594,24.1,24,0.045216,LO25,Park,Public
178,LOYOLA,P5,FRAM,Fraxinus Americana,45.460987,-73.647536,24.2,24,0.045216,LO3,Park,Public
181,LOYOLA,P5,ACPL,Acer Platanoides,45.460026,-73.645186,24.4,24,0.045216,LO30,Park,Public
299,LOYOLA,P5,ACFR,Acer Freemannii,45.461951,-73.646251,24.4,24,0.045216,LO83,Park,Public
313,LOYOLA,P5,MABA,Malus Baccata 'Rosthern',45.460533,-73.646034,24.5,25,0.0490625,LO89,Park,Public
20,LOYOLA,P5,CEJA,Cercidiphyllum Japonicum,45.4608479,-73.6463463,24.6,25,0.0490625,LO102,Park,Public
334,LOYOLA,P5,MABA,Malus Baccata,45.461931,-73.647269,24.6,25,0.0490625,LO94,Park,Public
65,LOYOLA,P5,ACPL,Acer Platanoides,45.460517,-73.644205,24.7,25,0.0490625,LO125,Park,Public
185,LOYOLA,P5,ULMI,Ulmus 'Morton',45.462552,-73.644985,25.2,25,0.0490625,LO33,Park,Public
204,LOYOLA,P5,ACPL,Acer Platanoides,45.460092,-73.644544,25.3,25,0.0490625,LO43,Park,Public
257,LOYOLA,P5,ACPL,Acer Platanoides,45.460624,-73.644513,25.3,25,0.0490625,LO67,Park,Public
50,LOYOLA,P5,LALA,Larix Laricina,45.46124,-73.647582,25.6,26,0.053066,LO116,Park,Public
114,LOYOLA,P5,ACPL,Acer Platanoides,45.460415,-73.644218,25.6,26,0.053066,LO154,Park,Public
286,LOYOLA,P5,ACPL,Acer Platanoides,45.460094,-73.645384,25.9,26,0.053066,LO77,Park,Public
335,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.461832,-73.647205,25.9,26,0.053066,LO94,Park,Public
39,LOYOLA,P5,GYDI,Gymnocladus Dioicus,45.461374,-73.647639,26,26,0.053066,LO11,Park,Public
158,LOYOLA,P5,ACPL,Acer Platanoides,45.460176,-73.645583,26,26,0.053066,LO22,Park,Public
21,LOYOLA,P5,CEJA,Cercidiphyllum Japonicum,45.4608533,-73.6464543,26.1,26,0.053066,LO102,Park,Public
53,LOYOLA,P5,BEVU,Berberis Vulgaris,45.4610917,-73.6473297,26.1,26,0.053066,LO119,Park,Public
205,LOYOLA,P5,ACPL,Acer Platanoides,45.460001,-73.644613,26.1,26,0.053066,LO43,Park,Public
226,LOYOLA,P5,ACPL,Acer Platanoides,45.459901,-73.64487,26.2,26,0.053066,LO58,Park,Public
323,LOYOLA,P5,THOC,Thuja Occidentalis,45.4605859,-73.6464402,26.3,26,0.053066,LO90,Park,Public
159,LOYOLA,P5,ACPL,Acer Platanoides,45.460238,-73.645563,26.7,27,0.0572265,LO22,Park,Public
186,LOYOLA,P5,ULMI,Ulmus 'Morton',45.462511,-73.644963,26.7,27,0.0572265,LO33,Park,Public
206,LOYOLA,P5,ACPL,Acer Platanoides,45.460105,-73.644465,26.8,27,0.0572265,LO43,Park,Public
22,LOYOLA,P5,VILE,Viburnum Lentago,45.4609107,-73.6463232,27.2,27,0.0572265,LO102,Park,Public
115,LOYOLA,P5,ACPL,Acer Platanoides,45.460397,-73.644302,27.4,27,0.0572265,LO154,Park,Public
111,LOYOLA,P5,THOC,Thuja Occidentalis,45.4606543,-73.6466598,27.8,28,0.061544,LO153,Park,Public
117,LOYOLA,P5,ACFR,Acer Freemannii,45.462032,-73.646607,28,28,0.061544,LO155,Park,Public
287,LOYOLA,P5,ACPL,Acer Platanoides,45.46016,-73.64538,28.6,29,0.0660185,LO77,Park,Public
207,LOYOLA,P5,ACPL,Acer Platanoides,45.460024,-73.644526,29,29,0.0660185,LO43,Park,Public
258,LOYOLA,P5,ACPL,Acer Platanoides,45.460587,-73.644414,29,29,0.0660185,LO67,Park,Public
259,LOYOLA,P5,ACPL,Acer Platanoides,45.460648,-73.64444,29,29,0.0660185,LO67,Park,Public
288,LOYOLA,P5,ACPL,Acer Platanoides,45.46014,-73.645302,29,29,0.0660185,LO77,Park,Public
291,LOYOLA,P5,MASY,Malus Sylvestris,45.462759,-73.646364,29,29,0.0660185,LO80,Park,Public
292,LOYOLA,P5,MASY,Malus Sylvestris,45.46276,-73.646389,29.2,29,0.0660185,LO80,Park,Public
134,LOYOLA,P5,PIAB,Picea Abies,45.463072,-73.646227,29.4,29,0.0660185,LO162,Park,Public
304,LOYOLA,P5,ACPL,Acer Platanoides,45.460242,-73.644428,29.6,30,0.07065,LO85,Park,Public
327,LOYOLA,P5,PYCA,Pyrus Calleryana 'Glen's Form',45.460779,-73.646908,29.6,30,0.07065,LO91,Park,Public
344,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.462406,-73.644364,29.7,30,0.07065,LO97,Park,Public
305,LOYOLA,P5,ACPL,Acer Platanoides,45.460157,-73.644492,29.8,30,0.07065,LO85,Park,Public
7,LOYOLA,P5,PRNI,Prunus Nigra,45.461813,-73.644341,29.9,30,0.07065,LO10,Park,Public
40,LOYOLA,P5,LALA,Larix Laricina,45.461221,-73.647763,30,30,0.07065,LO11,Park,Public
336,LOYOLA,P5,LALA,Larix Laricina,45.461855,-73.64732,30.1,30,0.07065,LO94,Park,Public
179,LOYOLA,P5,FRAM,Fraxinus Americana,45.460893,-73.647439,30.2,30,0.07065,LO3,Park,Public
300,LOYOLA,P5,PIAB,Picea Abies,45.461003,-73.646727,30.3,30,0.07065,LO84,Park,Public
116,LOYOLA,P5,ACPL,Acer Platanoides,45.460312,-73.64437,30.7,31,0.0754385,LO154,Park,Public
301,LOYOLA,P5,PIAB,Picea Abies,45.461054,-73.646833,30.7,31,0.0754385,LO84,Park,Public
170,LOYOLA,P5,PIAB,Picea Abies,45.463011,-73.646125,30.9,31,0.0754385,LO26,Park,Public
135,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.463064,-73.646043,31.1,31,0.0754385,LO162,Park,Public
306,LOYOLA,P5,ACPL,Acer Platanoides,45.460186,-73.644403,31.5,32,0.080384,LO85,Park,Public
227,LOYOLA,P5,ACPL,Acer Platanoides,45.459874,-73.644768,31.8,32,0.080384,LO58,Park,Public
94,LOYOLA,P5,ACPL,Acer Platanoides,45.459937,-73.644962,31.9,32,0.080384,LO140,Park,Public
61,LOYOLA,P5,GYDI,Gymnocladus Dioicus,45.461084,-73.647525,32,32,0.080384,LO12,Park,Public
107,LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',45.461439,-73.647538,32.2,32,0.080384,LO152,Park,Public
136,LOYOLA,P5,PIAB,Picea Abies,45.463054,-73.646166,32.3,32,0.080384,LO162,Park,Public
209,LOYOLA,P5,PIPU,Picea Pungens,45.461103,-73.646789,32.3,32,0.080384,LO44,Park,Public
307,LOYOLA,P5,ACPL,Acer Platanoides,45.460259,-73.64434,32.3,32,0.080384,LO85,Park,Public
349,LOYOLA,P5,PIAB,Picea Abies,45.463009,-73.64618,32.3,32,0.080384,LO99,Park,Public
160,LOYOLA,P5,ACPL,Acer Platanoides,45.460206,-73.645472,32.4,32,0.080384,LO22,Park,Public
195,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.462747,-73.645235,32.4,32,0.080384,LO37,Park,Public
345,LOYOLA,P5,ACSC,Acer Saccharum,45.462074,-73.644976,32.5,33,0.0854865,LO98,Park,Public
219,LOYOLA,P5,ACPL,Acer Platanoides,45.460303,-73.645766,32.7,33,0.0854865,LO50,Park,Public
30,LOYOLA,P5,ACFR,Acer Freemannii,45.461844,-73.645654,32.9,33,0.0854865,LO103,Park,Public
41,LOYOLA,P5,LALA,Larix Laricina,45.461278,-73.647678,32.9,33,0.0854865,LO11,Park,Public
99,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.462499,-73.644601,32.9,33,0.0854865,LO149,Park,Public
216,LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',45.462549,-73.646544,32.9,33,0.0854865,LO49,Park,Public
281,LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',45.462779,-73.646309,32.9,33,0.0854865,LO75,Park,Public
155,LOYOLA,P5,TIAM,Tilia Americana,45.462432,-73.646679,33,33,0.0854865,LO2,Park,Public
302,LOYOLA,P5,PIPU,Picea Pungens,45.461053,-73.646752,33,33,0.0854865,LO84,Park,Public
54,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.4611197,-73.6474437,33.3,33,0.0854865,LO119,Park,Public
272,LOYOLA,P5,VILE,Viburnum Lentago,45.4607978,-73.6460496,33.4,33,0.0854865,LO68,Park,Public
161,LOYOLA,P5,ACPL,Acer Platanoides,45.46021,-73.645668,33.5,34,0.090746,LO22,Park,Public
210,LOYOLA,P5,PIPU,Picea Pungens,45.461119,-73.646915,33.5,34,0.090746,LO44,Park,Public
329,LOYOLA,P5,ACSC,Acer Saccharum,45.461867,-73.645109,33.5,34,0.090746,LO92,Park,Public
1,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.462923,-73.645691,33.6,34,0.090746,LO1,Park,Public
171,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.462971,-73.64581,33.7,34,0.090746,LO26,Park,Public
137,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.463112,-73.646168,33.8,34,0.090746,LO162,Park,Public
102,LOYOLA,P5,ACSC,Acer Saccharum,45.462311,-73.645139,33.9,34,0.090746,LO15,Park,Public
350,LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',45.462921,-73.646353,33.9,34,0.090746,LO99,Park,Public
2,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.462881,-73.645579,34,34,0.090746,LO1,Park,Public
125,LOYOLA,P5,THOC,Thuja Occidentalis,45.4605488,-73.6462887,34.1,34,0.090746,LO156,Park,Public
220,LOYOLA,P5,ACPL,Acer Platanoides,45.460243,-73.645757,34.1,34,0.090746,LO50,Park,Public
273,LOYOLA,P5,THOC,Thuja Occidentalis,45.4607635,-73.6461562,34.1,34,0.090746,LO68,Park,Public
90,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.462791,-73.64535,34.2,34,0.090746,LO139,Park,Public
100,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.462591,-73.644834,34.3,34,0.090746,LO149,Park,Public
238,LOYOLA,P5,PIAB,Picea Abies,45.461753,-73.647307,34.5,35,0.0961625,LO63,Park,Public
196,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.462657,-73.644999,34.7,35,0.0961625,LO37,Park,Public
152,LOYOLA,P5,LALA,Larix Laricina,45.460969,-73.646653,35.1,35,0.0961625,LO19,Park,Public
55,LOYOLA,P5,TICO,Tilia Cordata,45.461165,-73.647244,35.3,35,0.0961625,LO119,Park,Public
228,LOYOLA,P5,ACPL,Acer Platanoides,45.459947,-73.644589,35.4,35,0.0961625,LO58,Park,Public
23,LOYOLA,P5,THOC,Thuja Occidentalis,45.4608291,-73.6462803,35.7,36,0.101736,LO102,Park,Public
293,LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',45.462743,-73.646539,35.8,36,0.101736,LO80,Park,Public
229,LOYOLA,P5,ACPL,Acer Platanoides,45.459939,-73.64479,35.9,36,0.101736,LO58,Park,Public
24,LOYOLA,P5,VILE,Viburnum Lentago,45.4609191,-73.646345,36.2,36,0.101736,LO102,Park,Public
283,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.462149,-73.646427,36.2,36,0.101736,LO76,Park,Public
197,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.4627,-73.645121,37.3,37,0.1074665,LO37,Park,Public
3,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.462838,-73.645478,38.5,39,0.1193985,LO1,Park,Public
337,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.461878,-73.647178,38.7,39,0.1193985,LO94,Park,Public
156,LOYOLA,P5,PIAB,Picea Abies,45.462379,-73.64681,39.2,39,0.1193985,LO2,Park,Public
108,LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',45.46142,-73.647502,39.6,40,0.1256,LO152,Park,Public
252,LOYOLA,P5,THOC,Thuja Occidentalis,45.4607237,-73.6461633,39.6,40,0.1256,LO65,Park,Public
294,LOYOLA,P5,CGPU,Crataegus Punctata,45.4628406,-73.6464798,39.9,40,0.1256,LO80,Park,Public
56,LOYOLA,P5,BEVU,Berberis Vulgaris,45.4610612,-73.647273,40.1,40,0.1256,LO119,Park,Public
351,LOYOLA,P5,TIAM,Tilia Americana,45.462974,-73.646385,40.3,40,0.1256,LO99,Park,Public
25,LOYOLA,P5,ACPL,Acer Platanoides,45.460758,-73.646415,40.6,41,0.1319585,LO102,Park,Public
213,LOYOLA,P5,ACPL,Acer Platanoides,45.462015,-73.645407,40.6,41,0.1319585,LO45,Park,Public
126,LOYOLA,P5,TICO,Tilia Cordata,45.460498,-73.646234,40.8,41,0.1319585,LO156,Park,Public
143,LOYOLA,P5,ACSC,Acer Saccharum,45.462184,-73.645098,41,41,0.1319585,LO17,Park,Public
8,LOYOLA,P5,ACSC,Acer Saccharum,45.462173,-73.645182,41.3,41,0.1319585,LO100,Park,Public
26,LOYOLA,P5,VILE,Viburnum Lentago,45.4608032,-73.6462964,41.6,42,0.138474,LO102,Park,Public
239,LOYOLA,P5,PIAB,Picea Abies,45.461737,-73.647393,41.6,42,0.138474,LO63,Park,Public
338,LOYOLA,P5,PIAB,Picea Abies,45.4618,-73.647284,41.7,42,0.138474,LO94,Park,Public
277,LOYOLA,P5,ACSC,Acer Saccharum,45.462409,-73.646503,42,42,0.138474,LO71,Park,Public
303,LOYOLA,P5,PIAB,Picea Abies,45.461076,-73.646688,42,42,0.138474,LO84,Park,Public
72,LOYOLA,P5,CEOC,Celtis Occidentalis,45.462068,-73.645087,42.1,42,0.138474,LO13,Park,Public
346,LOYOLA,P5,ACSC,Acer Saccharum,45.461997,-73.644979,42.3,42,0.138474,LO98,Park,Public
47,LOYOLA,P5,LALA,Larix Laricina,45.461986,-73.647149,42.4,42,0.138474,LO115,Park,Public
129,LOYOLA,P5,ACPL,Acer Platanoides,45.461821,-73.645409,42.8,43,0.1451465,LO158,Park,Public
347,LOYOLA,P5,ACSC,Acer Saccharum,45.462022,-73.644905,42.9,43,0.1451465,LO98,Park,Public
57,LOYOLA,P5,BEVU,Berberis Vulgaris,45.4611195,-73.6473532,43.2,43,0.1451465,LO119,Park,Public
339,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.46191,-73.647308,43.2,43,0.1451465,LO94,Park,Public
184,LOYOLA,P5,PRPA,Prunus Padus,45.461172,-73.646986,43.6,44,0.151976,LO32,Park,Public
330,LOYOLA,P5,ACSC,Acer Saccharum,45.461815,-73.645153,43.9,44,0.151976,LO92,Park,Public
79,LOYOLA,P5,ACPL,Acer Platanoides,45.460747,-73.646041,44.4,44,0.151976,LO132,Park,Public
274,LOYOLA,P5,ACSC,Acer Saccharum,45.46081,-73.646178,44.6,45,0.1589625,LO68,Park,Public
157,LOYOLA,P5,PIAB,Picea Abies,45.462499,-73.646712,45,45,0.1589625,LO2,Park,Public
27,LOYOLA,P5,TICO,Tilia Cordata,45.460783,-73.646502,45.1,45,0.1589625,LO102,Park,Public
85,LOYOLA,P5,VILE,Viburnum Lentago,45.460929,-73.6463675,45.2,45,0.1589625,LO133,Park,Public
86,LOYOLA,P5,VILE,Viburnum Lentago,45.4609382,-73.6464087,46.7,47,0.1734065,LO133,Park,Public
9,LOYOLA,P5,ACSC,Acer Saccharum,45.462116,-73.645156,46.8,47,0.1734065,LO100,Park,Public
66,LOYOLA,P5,ACPL,Acer Platanoides,45.46061,-73.644325,46.8,47,0.1734065,LO125,Park,Public
164,LOYOLA,P5,THOC,Thuja Occidentalis,45.4607602,-73.6466018,46.8,47,0.1734065,LO24,Park,Public
295,LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',45.462778,-73.646539,47.5,48,0.180864,LO80,Park,Public
249,LOYOLA,P5,ACSC,Acer Saccharum,45.46086,-73.644656,47.7,48,0.180864,LO64,Park,Public
31,LOYOLA,P5,PYCO,Pyrus Communis,45.462124,-73.646765,50.1,50,0.19625,LO104,Park,Public
87,LOYOLA,P5,ACSC,Acer Saccharum,45.460679,-73.644624,50.7,51,0.2041785,LO134,Park,Public
282,LOYOLA,P5,CGMO,Crataegus Monogyna,45.462846,-73.646325,51,51,0.2041785,LO75,Park,Public
80,LOYOLA,P5,ACSC,Acer Saccharum,45.460667,-73.645874,51.2,51,0.2041785,LO132,Park,Public
58,LOYOLA,P5,BEVU,Berberis Vulgaris,45.461072,-73.6472714,51.5,52,0.212264,LO119,Park,Public
127,LOYOLA,P5,TICO,Tilia Cordata,45.460405,-73.64621,51.8,52,0.212264,LO156,Park,Public
333,LOYOLA,P5,ACPL,Acer Platanoides,45.461023,-73.64737,52.2,52,0.212264,LO93,Park,Public
253,LOYOLA,P5,LOXY,Lonicera Sylosteum,45.4607494,-73.6460955,52.3,52,0.212264,LO65,Park,Public
73,LOYOLA,P5,CEOC,Celtis Occidentalis,45.462016,-73.645084,52.6,53,0.2205065,LO13,Park,Public
232,LOYOLA,P5,QUMA,Quercus Macrocarpa,45.461959,-73.646946,52.9,53,0.2205065,LO59,Park,Public
296,LOYOLA,P5,CGPU,Crataegus Punctata,45.462876,-73.64643,53.1,53,0.2205065,LO80,Park,Public
254,LOYOLA,P5,TICO,Tilia Cordata,45.460722,-73.646329,53.2,53,0.2205065,LO65,Park,Public
81,LOYOLA,P5,ACSC,Acer Saccharum,45.460626,-73.645799,53.4,53,0.2205065,LO132,Park,Public
255,LOYOLA,P5,ULAM,Ulmus Americana,45.460582,-73.646069,53.8,54,0.228906,LO65,Park,Public
34,LOYOLA,P5,ACSC,Acer Saccharum,45.460543,-73.64578,56.3,56,0.246176,LO108,Park,Public
130,LOYOLA,P5,ACPL,Acer Platanoides,45.461793,-73.645342,57.6,58,0.264074,LO158,Park,Public
314,LOYOLA,P5,TICO,Tilia Cordata,45.460482,-73.646156,57.9,58,0.264074,LO89,Park,Public
331,LOYOLA,P5,ACPL,Acer Platanoides,45.461783,-73.645197,58.1,58,0.264074,LO92,Park,Public
128,LOYOLA,P5,ULAM,Ulmus Americana,45.460471,-73.646349,58.7,59,0.2732585,LO156,Park,Public
28,LOYOLA,P5,CEJA,Cercidiphyllum Japonicum,45.46083,-73.6465069,58.8,59,0.2732585,LO102,Park,Public
118,LOYOLA,P5,TIAM,Tilia Americana,45.462086,-73.646487,59.7,60,0.2826,LO155,Park,Public
10,LOYOLA,P5,ACSC,Acer Saccharum,45.462183,-73.645268,60.5,61,0.2920985,LO100,Park,Public
112,LOYOLA,P5,TICO,Tilia Cordata,45.460558,-73.646624,61.1,61,0.2920985,LO153,Park,Public
45,LOYOLA,P5,GLTR,Gleditsia Triacanthos,45.462315,-73.64696,62.8,63,0.3115665,LO112,Park,Public
64,LOYOLA,P5,ACSA,Acer Saccharinum,45.46078,-73.647149,63.2,63,0.3115665,LO123,Park,Public
224,LOYOLA,P5,CEOC,Celtis Occidentalis,45.461046,-73.644553,63.2,63,0.3115665,LO54,Park,Public
275,LOYOLA,P5,ACSC,Acer Saccharum,45.460842,-73.64627,64.1,64,0.321536,LO68,Park,Public
148,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.462384,-73.645506,65.2,65,0.3316625,LO18,Park,Public
332,LOYOLA,P5,ULAM,Ulmus Americana,45.46187,-73.645305,67.7,68,0.362984,LO92,Park,Public
119,LOYOLA,P5,FRAM,Fraxinus Americana,45.462172,-73.646572,71,71,0.3957185,LO155,Park,Public
217,LOYOLA,P5,ACPL,Acer Platanoides,45.462639,-73.646646,71.4,71,0.3957185,LO49,Park,Public
174,LOYOLA,P5,CEOC,Celtis Occidentalis,45.461413,-73.644266,72.5,73,0.4183265,LO29,Park,Public
240,LOYOLA,P5,CGPU,Crataegus Punctata,45.46161,-73.647383,73.4,73,0.4183265,LO63,Park,Public
77,LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,45.462617,-73.646142,76,76,0.453416,LO131,Park,Public
