fid,Site Code,Species Code,Species latin,Longitude,Latitude,DBH (2020),DBH Round,Index
1454,S27,PIPU,Picea pungens 'Glauca',-73.637636,45.466819,31.1,31,400
1022,S27,ACFR,Acer x freemanii 'Marmo',-73.637694,45.466855,,0,401
2103,S27,ACPL,Acer platanoides,-73.637838,45.466914,71.8,72,402
2104,S27,ACPL,Acer platanoides,-73.638043,45.466994,61.2,61,403
2105,S27,ACPL,Acer platanoides,-73.638302,45.467093,19.9,20,404
2106,S27,ACPL,Acer platanoides,-73.638414,45.467133,70.4,70,405
3444,S28,CEOC,Celtis occidentalis,-73.645342,45.459881,10,10,406
3845,S28,GLTR,Gleditsia triacanthos 'Skyline',-73.645727,45.460047,26.1,26,407
1547,S28,SYRE,Syringa reticulata 'Ivory Silk',-73.645884,45.460096,20.7,21,408
1548,S28,SYRE,Syringa reticulata 'Ivory Silk',-73.645979,45.460141,11.7,12,409
3791,S28,ACSA,Acer saccharinum,-73.646095,45.460177,64.6,65,410
3918,S28,ACSC,Acer saccharum,-73.646225,45.460231,57.5,58,411
3401,S28,ACPL,Acer platanoides 'Columnare',-73.646432,45.460302,19.1,19,412
3792,S28,ACSA,Acer saccharinum,-73.646639,45.460388,107.9,108,413
1320,S28,ACPL,Acer platanoides 'Deborah',-73.646759,45.460437,25.1,25,414
3895,S28,CGMOSN,Crataegus x mordenensis 'Snowbird',-73.646969,45.460522,36.1,36,415
3881,S28,GLTR,Gleditsia triacanthos 'Skyline',-73.647032,45.460545,30.2,30,416
3793,S28,ACSA,Acer saccharinum,-73.647717,45.460805,63.6,64,417
3882,S28,GLTR,Gleditsia triacanthos 'Skyline',-73.647535,45.460742,25.8,26,418
3794,S28,ACSA,Acer saccharinum,-73.647874,45.460872,47.3,47,419
3795,S28,ACSA,Acer saccharinum,-73.644848,45.459706,89,89,420
3796,S29,ACSA,Acer saccharinum,-73.634887,45.462476,63.8,64,421
3797,S29,ACSA,Acer saccharinum,-73.635217,45.462611,69.8,70,422
3798,S29,ACSA,Acer saccharinum,-73.635055,45.462544,55.8,56,423
2107,S29,ACPL,Acer platanoides,-73.63533,45.462656,57.9,58,424
3799,S29,ACSA,Acer saccharinum,-73.635482,45.462697,100,100,425
4465,S29,PIPU,Picea pungens,-73.63544,45.46271,31.5,32,426
1455,S29,PIPU,Picea pungens 'Glauca',-73.635565,45.462768,33.7,34,427
3800,S29,ACSA,Acer saccharinum,-73.635777,45.462813,83.5,84,428
3801,S29,ACSA,Acer saccharinum,-73.636,45.462907,56.1,56,429
3328,S29,TIERWR,Tilia x europaea 'Wratislaviensis',-73.636266,45.463021,6,6,430
2108,S29,ACPL,Acer platanoides,-73.63638,45.463073,97.6,98,431
1321,S29,ACPL,Acer platanoides 'Deborah',-73.636692,45.463176,36.5,37,432
3802,S29,ACSA,Acer saccharinum,-73.63696,45.463275,71,71,433
3803,S29,ACSA,Acer saccharinum,-73.637229,45.463378,69.7,70,434
1266,S29,MASY,Malus sylvestris,-73.637318,45.463445,15.5,16,435
1323,S30,ACPL,Acer platanoides 'Deborah',-73.641321,45.464957,29.2,29,437
1981,S30,MABA,Malus x 'Makamik',-73.641463,45.46501,5.5,6,438
3883,S30,GLTR,Gleditsia triacanthos 'Skyline',-73.641562,45.465048,11,11,439
2020,S30,ULMI,Ulmus davidiana 'Discovery',-73.641711,45.465109,10.3,10,440
2109,S30,ACPL,Acer platanoides,-73.641841,45.465158,57.5,58,441
2110,S30,ACPL,Acer platanoides,-73.641954,45.465199,59.9,60,442
3884,S30,GLTR,Gleditsia triacanthos 'Skyline',-73.642183,45.465289,23.4,23,443
3848,S30,GLTR,Gleditsia triacanthos 'Skyline',-73.642328,45.465347,27.7,28,444
1043,S30,PHAM,Phellodendron amurensis,-73.642674,45.465476,4.6,5,445
1931,S30,MGAC,Magnolia acuminata,-73.642732,45.465497,,0,446
3849,S30,GLTR,Gleditsia triacanthos 'Skyline',-73.642949,45.46558,31.1,31,447
1060,S30,AMGR,Amelanchier x grandiflora 'Autumn Brillance',-73.643396,45.465755,5.6,6,448
1028,S30,AMLA,Amelanchier laevis,-73.643449,45.465774,6.8,7,449
3194,S30,ACPL,Acer platanoides 'Superform',-73.643551,45.465813,29.1,29,450
1982,S30,MABA,Malus x 'Makamik',-73.64373,45.465882,5.3,5,451
3804,S30,ACSA,Acer saccharinum,-73.643901,45.465948,51.9,52,452
3805,S30,ACSA,Acer saccharinum,-73.644014,45.465988,63.9,64,453
2413,S30,FRPE,Fraxinus pennsylvanica 'Patmore',-73.641035,45.46484,37.6,38,454
1732,S30,FRAM,Fraxinus americana 'Kleinberg',-73.64121,45.464912,36.1,36,455
3806,S108,ACSA,Acer saccharinum,-73.638189,45.46375,48.8,49,456
3807,S108,ACSA,Acer saccharinum,-73.637978,45.463669,61.5,62,457
2934,S108,ACSA,Acer saccharinum,-73.638082,45.463705,60.1,60,458
2935,S108,ACSA,Acer saccharinum,-73.638311,45.463795,43.3,43,459
1411,S108,ACPLEQ,Acer platanoides 'Emerald Queen',-73.63846,45.463853,34.1,34,460
2936,S108,ACSA,Acer saccharinum,-73.638621,45.463912,66.1,66,461
2937,S108,ACSA,Acer saccharinum,-73.638908,45.464019,62.9,63,462
2938,S108,ACSA,Acer saccharinum,-73.639169,45.464127,99.9,100,463
2939,S108,ACSA,Acer saccharinum,-73.639315,45.464181,73.3,73,464
4452,S108,ACSA,Acer saccharinum,-73.639508,45.464257,74,74,465
2916,S108,ACSA,Acer saccharinum,-73.639623,45.464293,71,71,466
2917,S108,ACSA,Acer saccharinum,-73.639756,45.464347,64.1,64,467
1549,S108,SYREIS,Syringa reticulata 'Ivory Silk',-73.639865,45.464384,7,7,468
2918,S108,ACSA,Acer saccharinum,-73.640024,45.464445,84.6,85,469
2919,S31,ACSA,Acer saccharinum,-73.638306,45.463638,106.5,107,470
2920,S31,ACSA,Acer saccharinum,-73.638465,45.463696,70.6,71,471
2921,S31,ACSA,Acer saccharinum,-73.638623,45.463759,90,90,472
2922,S31,ACSA,Acer saccharinum,-73.63876,45.463812,75.7,76,473
2925,S31,ACSA,Acer saccharinum,-73.638931,45.463875,84.1,84,474
2926,S31,ACSA,Acer saccharinum,-73.639085,45.463943,74.6,75,475
2927,S31,ACSA,Acer saccharinum,-73.639172,45.463969,68.3,68,476
1089,S31,QUMA,Quercus macrocarpa,-73.639273,45.463996,25.3,25,477
1456,S31,PIPU,Picea pungens 'Glauca',-73.63932,45.464014,45.8,46,478
3303,S31,PIGL,Picea glauca,-73.639372,45.464055,40.4,40,479
2928,S31,ACSA,Acer saccharinum,-73.639534,45.464113,113.2,113,480
2929,S31,ACSA,Acer saccharinum,-73.639669,45.464162,74.9,75,481
2930,S31,ACSA,Acer saccharinum,-73.639826,45.464216,84.8,85,482
1412,S31,ACPL,Acer platanoides 'Emerald Queen',-73.639974,45.464274,24.8,25,483
2588,S31,ACRU,Acer rubrum,-73.640219,45.464373,51.2,51,484
2931,S31,ACSA,Acer saccharinum,-73.640285,45.464395,67.7,68,485
2932,S31,ACSA,Acer saccharinum,-73.640532,45.464494,69.7,70,488
2933,S31,ACSA,Acer saccharinum,-73.640623,45.464526,48.3,48,489
1499,S31,GLTR,Gleditsia triacanthos 'Imperial',-73.63807,45.463543,5.4,5,490
2111,S31,ACPL,Acer platanoides,-73.63819,45.463593,90,90,491
2946,S32,ACSA,Acer saccharinum,-73.635453,45.462543,78.2,78,492
2947,S32,ACSA,Acer saccharinum,-73.635351,45.462503,52.3,52,493
3712,S32,ACSA,Acer saccharinum,-73.635623,45.46261,87.4,87,494
2970,S32,ACSA,Acer saccharinum,-73.635777,45.462669,76.4,76,495
2971,S32,ACSA,Acer saccharinum,-73.635917,45.462723,88.5,89,496
2972,S32,ACSA,Acer saccharinum,-73.63604,45.462767,78.5,79,497
1941,S32,GIBI,Ginkgo biloba,-73.636196,45.462826,22.2,22,498
2973,S32,ACSA,Acer saccharinum,-73.636322,45.46288,68,68,499
2974,S32,ACSA,Acer saccharinum,-73.636493,45.462938,56.7,57,500
2975,S32,ACSA,Acer saccharinum,-73.636648,45.463001,68.4,68,501
2976,S32,ACSA,Acer saccharinum,-73.636738,45.463028,42.6,43,502
2977,S32,ACSA,Acer saccharinum,-73.636863,45.463081,62.1,62,503
2978,S32,ACSA,Acer saccharinum,-73.637016,45.463144,74.3,74,504
2979,S32,ACSA,Acer saccharinum,-73.637122,45.46318,56.9,57,505
2980,S32,ACSA,Acer saccharinum,-73.637297,45.463247,61.1,61,506
2981,S32,ACSA,Acer saccharinum,-73.637465,45.463315,70.2,70,507
3343,S32,PIPU,Picea pungens,-73.637587,45.463355,29,29,508
3344,S32,PIPU,Picea pungens,-73.637717,45.463413,54.7,55,509
4451,S32,ACSA,Acer saccharinum,-73.635247,45.462471,105.8,106,510
1457,S32,PIPU,Picea pungens 'Glauca',-73.635049,45.462377,44.4,44,511
1067,S32,TIAM,Tilia americana,-73.634861,45.462283,54.2,54,512
2112,S33,ACPL,Acer platanoides,-73.641395,45.464822,72.8,73,513
3402,S33,ACPL,Acer platanoides 'Columnare',-73.641489,45.464857,21.5,22,514
1324,S33,ACPL,Acer platanoides 'Deborah',-73.641663,45.464925,24,24,515
2948,S33,ACSA,Acer saccharinum,-73.641949,45.465055,87.5,88,516
1507,S33,GLTR,Gleditsia triacanthos 'Street Keeper',-73.641892,45.465018,6.1,6,517
3850,S33,GLTR,Gleditsia triacanthos 'Skyline',-73.642235,45.465149,10.8,11,518
1264,S33,TICO,Tilia cordata 'Corzam',-73.642333,45.465171,9,9,519
3195,S33,ACPL,Acer platanoides 'Superform',-73.642638,45.465297,24.5,25,520
1012,S33,ACMIMO,Acer miyabei 'Morton' (State Street TM),-73.642735,45.465332,10.9,11,521
2594,S33,QURU,Quercus rubra,-73.642812,45.465367,5.8,6,522
2949,S33,ACSA,Acer saccharinum,-73.642884,45.465391,68.4,68,523
1296,S33,ACPLCK,Acer platanoides 'Crimson Sentry',-73.643197,45.465512,10.9,11,524
2113,S33,ACPL,Acer platanoides,-73.643331,45.465562,59.3,59,525
2114,S33,ACPL,Acer platanoides,-73.643448,45.465615,59.2,59,526
3304,S33,PIGL,Picea glauca,-73.643592,45.465669,13.5,14,527
1413,S33,ACPL,Acer platanoides 'Emerald Queen',-73.643725,45.465714,17.5,18,528
1325,S33,ACPL,Acer platanoides 'Deborah',-73.644048,45.46584,34,34,529
3196,S33,ACPL,Acer platanoides 'Superform',-73.644207,45.465893,37.7,38,530
2115,S33,ACPL,Acer platanoides,-73.640997,45.464669,60.8,61,531
1326,S33,ACPL,Acer platanoides 'Deborah',-73.641271,45.464781,9.5,10,532
3309,S34,BEAL,Betula alleghaniensis,-73.63653,45.461111,8.5,9,534
2490,S34,FRPE,Fraxinus pennsylvanica,-73.63669,45.461174,63.4,63,535
4453,S34,FRAM,Fraxinus americana,-73.637332,45.461425,38.8,39,536
2950,S34,ACSA,Acer saccharinum,-73.637609,45.461533,63.4,63,537
3898,S34,GLTR,Gleditsia triacanthos 'Spectrum',-73.637831,45.461623,6.5,7,538
2491,S34,FRPE,Fraxinus pennsylvanica,-73.63796,45.461672,51.2,51,539
2492,S34,FRPE,Fraxinus pennsylvanica,-73.638771,45.461995,58.1,58,540
4462,S34,JNCO,Juniperus communis,-73.638676,45.461952,,0,541
1550,S34,SYRE,Syringa reticulata 'Ivory Silk',-73.636025,45.460891,9.8,10,542
1267,S35,MABA,Malus 'Robinson',-73.632057,45.459312,63.1,63,544
1987,S35,ACNE,Acer negundo,-73.632103,45.459329,26,26,545
1268,S35,MASY,Malus sylvestris,-73.632181,45.459355,26.1,26,546
1784,S35,TICO,Tilia cordata,-73.632244,45.459375,57,57,547
3445,S35,CEOC,Celtis occidentalis,-73.632367,45.459424,38.4,38,548
3446,S35,CEOC,Celtis occidentalis,-73.632487,45.459474,35.7,36,549
3447,S35,CEOC,Celtis occidentalis,-73.632794,45.45959,34.5,35,550
2952,S35,ACSA,Acer saccharinum,-73.63301,45.45968,81.2,81,551
2116,S35,ACPL,Acer platanoides,-73.633293,45.459792,52.1,52,552
3448,S35,CEOC,Celtis occidentalis,-73.633502,45.459868,32.3,32,553
1785,S35,TICO,Tilia cordata,-73.633598,45.459904,71.8,72,554
3197,S35,ACPL,Acer platanoides 'Superform',-73.633753,45.459958,23.2,23,555
1388,S35,PNST,Pinus strobus,-73.633703,45.459941,10.1,10,556
1432,S35,FASY,Fagus sylvatica,-73.63388,45.460011,5.4,5,557
3899,S35,GLTR,Gleditsia triacanthos 'Spectrum',-73.633988,45.460048,5.3,5,558
2953,S35,ACSA,Acer saccharinum,-73.634128,45.460097,76.4,76,559
2716,S35,ULPU,Ulmus pumila,-73.634325,45.460187,93.1,93,560
2717,S35,ULPU,Ulmus pumila,-73.634256,45.460155,30,30,561
1990,S36,ACSA,Acer saccharinum 'Montréal',-73.636377,45.461202,5.7,6,562
2493,S36,FRPE,Fraxinus pennsylvanica,-73.636563,45.461273,44.2,44,563
2494,S36,FRPE,Fraxinus pennsylvanica,-73.636766,45.461349,43.1,43,564
2495,S36,FRPE,Fraxinus pennsylvanica,-73.636865,45.46139,58,58,566
2954,S36,ACSA,Acer saccharinum,-73.637009,45.461452,5.4,5,567
2496,S36,FRPE,Fraxinus pennsylvanica,-73.637129,45.461493,59.8,60,568
2497,S36,FRPE,Fraxinus pennsylvanica,-73.637278,45.461551,57.4,57,569
2498,S36,FRPE,Fraxinus pennsylvanica,-73.637532,45.461654,70.3,70,570
2499,S36,FRPE,Fraxinus pennsylvanica,-73.637635,45.461699,59.4,59,571
2501,S36,FRPE,Fraxinus pennsylvanica,-73.637886,45.461793,42.8,43,572
3852,S36,GLTR,Gleditsia triacanthos 'Skyline',-73.638081,45.461874,26.4,26,573
3853,S36,GLTR,Gleditsia triacanthos 'Skyline',-73.638159,45.461906,28,28,574
2502,S36,FRPE,Fraxinus pennsylvanica,-73.636078,45.461085,51.2,51,575
2117,S37,ACPL,Acer platanoides,-73.6425,45.463614,47.9,48,576
1551,S37,SYRE,Syringa reticulata 'Ivory Silk',-73.642637,45.463668,21.9,22,577
2118,S37,ACPL,Acer platanoides,-73.64319,45.463883,70.2,70,578
2119,S37,ACPL,Acer platanoides,-73.643363,45.463951,73.2,73,579
2120,S37,ACPL,Acer platanoides,-73.643481,45.463996,62.1,62,580
1145,S37,CEOC,Celtis occidentalis 'Prairie Sentinel',-73.643603,45.464045,14.8,15,581
3854,S37,GLTR,Gleditsia triacanthos 'Skyline',-73.643804,45.464117,36.8,37,582
2124,S37,ACPL,Acer platanoides,-73.643966,45.464179,70.3,70,583
2729,S37,ULPU,Ulmus pumila,-73.64397,45.464177,24,24,584
3855,S37,GLTR,Gleditsia triacanthos 'Skyline',-73.64428,45.464314,21.4,21,585
2125,S37,ACPL,Acer platanoides,-73.644428,45.464372,65.9,66,586
2089,S37,ACPL,Acer platanoides,-73.644697,45.46448,55.3,55,587
2090,S37,ACPL,Acer platanoides,-73.642127,45.463471,,0,588
2091,S37,ACPL,Acer platanoides,-73.642267,45.46352,,0,589
2092,S37,ACPL,Acer platanoides,-73.641991,45.463413,,0,590
3856,S38,GLTR,Gleditsia triacanthos 'Skyline',-73.63913,45.462296,4.5,5,591
3449,S38,CEOC,Celtis occidentalis,-73.639257,45.462348,7,7,592
2093,S38,ACPL,Acer platanoides,-73.639374,45.462372,62.5,63,594
4450,S38,PRCO,Prunus Domestica,-73.641497,45.463229,10.1,10,595
2094,S38,ACPL,Acer platanoides,-73.641338,45.463161,65.4,65,596
1552,S38,SYRE,Syringa reticulata 'Ivory Silk',-73.641567,45.463256,14.5,15,597
1786,S39,TICO,Tilia cordata,-73.632212,45.459208,51.2,51,598
3450,S39,CEOC,Celtis occidentalis,-73.632313,45.459249,31.4,31,599
1553,S39,SYRE,Syringa reticulata 'Ivory Silk',-73.632421,45.459289,7.4,7,600
3451,S39,CEOC,Celtis occidentalis,-73.63261,45.459361,36.6,37,601
1787,S39,TICO,Tilia cordata,-73.633207,45.459594,61.4,61,602
3452,S39,CEOC,Celtis occidentalis,-73.633415,45.459675,28.9,29,603
3187,S39,GLTR,Gleditsia triacanthos 'Sunburst',-73.633561,45.459728,4.8,5,604
1788,S39,TICO,Tilia cordata,-73.63369,45.459783,76.8,77,605
1816,S39,TICO,Tilia cordata,-73.633834,45.459832,74,74,606
1817,S39,TICO,Tilia cordata,-73.633962,45.459881,83.8,84,607
1751,S39,TICO,Tilia cordata,-73.634131,45.459949,56.7,57,608
1752,S39,TICO,Tilia cordata,-73.634231,45.459989,55.2,55,609
1753,S39,TICO,Tilia cordata,-73.634411,45.460052,87.2,87,610
1488,S39,BENI,Betula nigra 'Heritage',-73.634501,45.460092,5.2,5,611
1033,S39,OSVI,Ostrya virginiana,-73.634613,45.460131,5.3,5,612
1414,S40,ACPL,Acer platanoides 'Emerald Queen',-73.642147,45.463309,21.3,21,613
2095,S40,ACPL,Acer platanoides,-73.642547,45.46347,55.3,55,614
2096,S40,ACPL,Acer platanoides,-73.642731,45.463538,69.6,70,615
1327,S40,ACPL,Acer platanoides 'Deborah',-73.643183,45.463713,28.3,28,616
2955,S40,ACSA,Acer saccharinum,-73.643645,45.463901,95.3,95,617
3325,S40,ULMI,Ulmus x New Horizon,-73.643872,45.463987,9.5,10,618
2097,S40,ACPL,Acer platanoides,-73.643967,45.464026,64,64,619
2698,S40,MABA,Malus x 'Robinson',-73.644376,45.464184,5.5,6,620
1429,S40,QURO,Quercus robur,-73.644606,45.464274,48.7,49,621
2667,S40,PNRE,Pinus resinosa,-73.644724,45.464327,40.4,40,622
3857,S40,GLTR,Gleditsia triacanthos 'Skyline',-73.645116,45.464475,26.2,26,623
3919,S40,ACSC,Acer saccharum,-73.642005,45.463255,43.6,44,624
2098,S41,ACPL,Acer platanoides,-73.63923,45.462165,60.6,61,625
2099,S41,ACPL,Acer platanoides,-73.639261,45.462174,65.6,66,626
2956,S41,ACSA,Acer saccharinum,-73.639454,45.462255,82.2,82,627
2414,S41,FRPE,Fraxinus pennsylvanica 'Patmore',-73.63963,45.462322,34.6,35,628
1554,S41,SYRE,Syringa reticulata 'Ivory Silk',-73.639776,45.462383,5.5,6,629
2957,S41,ACSA,Acer saccharinum,-73.639962,45.462457,57,57,630
2100,S41,ACPL,Acer platanoides,-73.640066,45.462497,63.9,64,631
2196,S41,ACPL,Acer platanoides,-73.640229,45.462564,63.2,63,632
2197,S41,ACPL,Acer platanoides,-73.640336,45.462609,61.1,61,633
2198,S41,ACPL,Acer platanoides,-73.640501,45.462668,66.8,67,634
2199,S41,ACPL,Acer platanoides,-73.640609,45.462712,56,56,635
2418,S41,QUPA,Quercus Pilustris ,-73.640781,45.462771,8.1,8,636
2200,S41,ACPL,Acer platanoides,-73.641069,45.462892,62.2,62,637
2201,S41,ACPL,Acer platanoides,-73.641323,45.46299,56.1,56,638
2202,S41,ACPL,Acer platanoides,-73.641442,45.463035,56.8,57,639
2203,S41,ACPL,Acer platanoides,-73.641567,45.463089,58.5,59,640
3305,S41,PIGL,Picea Glauca,-73.641505,45.463067,9.1,9,641
2204,S41,ACPL,Acer platanoides,-73.641678,45.463129,44.1,44,642
2958,S42,ACSA,Acer saccharinum,-73.632757,45.458821,68.9,69,643
2959,S42,ACSA,Acer saccharinum,-73.632915,45.458879,88.2,88,644
2730,S42,ULPU,Ulmus pumila,-73.633394,45.459067,37.7,38,645
2960,S42,ACSA,Acer saccharinum,-73.633504,45.459104,100.6,101,646
2961,S42,ACSA,Acer saccharinum,-73.633664,45.459166,81.4,81,647
2962,S42,ACSA,Acer saccharinum,-73.63381,45.45922,78.4,78,648
2963,S42,ACSA,Acer saccharinum,-73.633951,45.459278,76.5,77,649
1148,S42,PIPU,Picea pungens,-73.633756,45.45922,19.9,20,650
2964,S42,ACSA,Acer saccharinum,-73.63408,45.459323,92.4,92,651
2205,S42,ACPL,Acer platanoides,-73.634373,45.459435,55.4,55,652
2254,S42,ACPL,Acer platanoides,-73.634484,45.45948,58.8,59,653
2965,S42,ACSA,Acer saccharinum,-73.634727,45.459574,89,89,654
2966,S42,ACSA,Acer saccharinum,-73.635064,45.459709,77.3,77,655
2967,S42,ACSA,Acer saccharinum,-73.635193,45.459758,97.2,97,656
2968,S42,ACSA,Acer saccharinum,-73.635301,45.459794,75.8,76,657
2731,S42,ULPU,Ulmus pumila,-73.6358,45.459977,20.3,20,658
1754,S43,TICO,Tilia cordata,-73.636964,45.460517,86.2,86,659
1755,S43,TICO,Tilia cordata,-73.637108,45.460575,86.4,86,660
1756,S43,TICO,Tilia cordata,-73.637299,45.460651,83.3,83,661
1757,S43,TICO,Tilia cordata,-73.637471,45.460719,90.5,91,662
2681,S43,PRVISC,Prunus virginiana 'Schubert',-73.637574,45.460759,14.5,15,663
1758,S43,TICO,Tilia cordata,-73.637816,45.460858,67.7,68,664
1958,S43,PHAM,Phellodendron amurensis 'Macho',-73.637971,45.460924,4.9,5,665
1090,S43,QUMA,Quercus macrocarpa,-73.638055,45.460965,12.8,13,666
1759,S43,TICO,Tilia cordata,-73.638177,45.460997,53.9,54,667
1760,S43,TICO,Tilia cordata,-73.638276,45.461037,137.4,137,668
1761,S43,TICO,Tilia cordata,-73.638393,45.461086,85.3,85,669
3453,S43,CEOC,Celtis occidentalis,-73.638537,45.46114,38.3,38,670
1762,S43,TICO,Tilia cordata,-73.638997,45.46132,85.4,85,671
2255,S43,ACPL,Acer platanoides,-73.639055,45.461342,53.9,54,672
1763,S43,TICO,Tilia cordata,-73.639179,45.461391,62.1,62,673
1466,S43,QUROFA,Quercus robur 'Fastigiata',-73.63923,45.461411,22.1,22,674
1764,S43,TICO,Tilia cordata,-73.63662,45.460387,47.5,48,675
2257,S43,ACPL,Acer platanoides,-73.636512,45.460335,25.9,26,676
1293,S44,AEHI,Aesculus hippocastanum,-73.642767,45.462813,76.5,77,677
2969,S44,ACSA,Acer saccharinum,-73.642934,45.462862,76.9,77,678
1415,S44,ACPL,Acer platanoides 'Emerald Queen',-73.643026,45.462899,13.7,14,679
3345,S44,PIPU,Picea pungens,-73.643248,45.462982,33.1,33,680
1765,S44,TICO,Tilia cordata,-73.643394,45.463046,73.5,74,681
1766,S44,TICO,Tilia cordata,-73.643503,45.463082,77.1,77,682
1416,S44,ACPL,Acer platanoides 'Emerald Queen',-73.643628,45.463141,31.3,31,683
2022,S44,GLTR,Gleditsia triacanthos 'Northern Acclaim',-73.6438,45.463208,6.6,7,684
1417,S44,ACPL,Acer platanoides 'Emerald Queen',-73.643939,45.463257,24.2,24,685
2258,S44,ACPL,Acer platanoides,-73.644071,45.463315,67,67,686
3403,S44,ACPL,Acer platanoides 'Columnare',-73.644176,45.463356,29.8,30,687
2259,S44,ACPL,Acer platanoides,-73.644432,45.46345,76.6,77,688
2446,S44,PRMAJE,Prunus maakii 'Jefree' (Goldrush TM),-73.64467,45.463551,7.8,8,689
1458,S44,PIPU,Picea pungens 'Glauca',-73.644784,45.463589,31.4,31,690
2260,S44,ACPL,Acer platanoides,-73.644955,45.463661,61.9,62,691
3347,S44,PIPU,Picea pungens,-73.645116,45.463719,50,50,692
1280,S44,ACPLCK,Acer platanoides 'Crimson King',-73.645236,45.463768,36.5,37,693
1767,S44,TICO,Tilia cordata,-73.645503,45.463876,57.8,58,694
1768,S44,TICO,Tilia cordata,-73.645781,45.463979,54.4,54,695
3299,S44,QUAL,Quercus alba,-73.645384,45.463827,4.9,5,696
2261,S44,ACPL,Acer platanoides,-73.642673,45.462773,64.1,64,697
2732,S44,ULPU,Ulmus pumila,-73.642744,45.4628,36.4,36,698
2262,S44,ACPL,Acer platanoides,-73.642515,45.46271,74.7,75,699
3002,S45,ACSA,Acer saccharinum,-73.639621,45.461562,97.3,97,700
1818,S45,TICO,Tilia cordata,-73.640053,45.461728,63.6,64,702
3003,S45,ACSA,Acer saccharinum,-73.640246,45.461795,107.5,108,703
3004,S45,ACSA,Acer saccharinum,-73.640325,45.46184,104,104,704
1819,S45,TICO,Tilia cordata,-73.6405,45.461903,75.7,76,705
3310,S45,BEAL,Betula alleghaniensis,-73.64067,45.461975,9.5,10,706
2145,S45,TICO,Tilia cordata,-73.640759,45.462015,66.6,67,707
1789,S45,TICO,Tilia cordata,-73.640924,45.462069,76.4,76,708
1328,S45,ACPL,Acer platanoides 'Deborah',-73.641115,45.462149,24.2,24,709
1790,S45,TICO,Tilia cordata,-73.641243,45.462208,67.5,68,710
1791,S45,TICO,Tilia cordata,-73.641378,45.462253,73.7,74,711
1792,S45,TICO,Tilia cordata,-73.64151,45.462302,61.6,62,712
3331,S45,CTSP,Catalpa speciosa,-73.64157,45.462342,56.7,57,713
1793,S45,TICO,Tilia cordata,-73.641701,45.462374,82,82,714
1942,S45,GIBI,Ginkgo biloba,-73.641818,45.462441,42.9,43,715
1147,S45,PRVI,Prunus virginiana,-73.6421,45.46254,18.9,19,716
3720,S46,ACSA,Acer saccharinum,-73.633165,45.458829,83.5,84,717
2982,S46,ACSA,Acer saccharinum,-73.633444,45.458942,74.5,75,718
3297,S46,ULAM,Ulmus americana,-73.633481,45.458959,14.4,14,719
3397,S46,MABA,Malus baccata 'Columnaris',-73.633652,45.459018,15.4,15,720
2983,S46,ACSA,Acer saccharinum,-73.633733,45.459049,84.7,85,721
2984,S46,ACSA,Acer saccharinum,-73.633896,45.459112,104.1,104,722
2595,S46,QURU,Quercus rubra,-73.634018,45.459162,19.4,19,723
3398,S46,MABA,Malus baccata 'Columnaris',-73.634199,45.459224,22.5,23,724
2985,S46,ACSA,Acer saccharinum,-73.634324,45.459278,83.5,84,725
2986,S46,ACSA,Acer saccharinum,-73.634419,45.459309,89.8,90,726
2263,S46,ACPL,Acer platanoides,-73.634634,45.45939,63.8,64,727
2987,S46,ACSA,Acer saccharinum,-73.634554,45.459372,86.3,86,728
3332,S46,CTSP,Catalpa speciosa,-73.634744,45.459435,78,78,729
1061,S46,AMGR,Amelanchier x grandiflora 'Autumn Brillance',-73.634815,45.459462,5.6,6,730
2023,S46,GLTR,Gleditsia triacanthos 'Northern Acclaim',-73.634959,45.45952,4.6,5,731
2989,S46,ACSA,Acer saccharinum,-73.63509,45.45957,79.3,79,732
2990,S46,ACSA,Acer saccharinum,-73.635343,45.459664,72.7,73,733
3188,S46,GLTR,Gleditsia triacanthos 'Sunburst',-73.635265,45.459637,17,17,734
3404,S46,ACPL,Acer platanoides 'Columnare',-73.635678,45.459795,15.1,15,735
2452,S46,QURO,Quercus robur 'Crimson Spire',-73.632773,45.458636,15.8,16,736
2689,S46,GLTR,Gleditsia triacanthos 'Shademaster',-73.632845,45.458666,11,11,737
1343,S46,ACPL,Acer platanoides 'Deborah',-73.636015,45.459888,35.7,36,738
1794,S47,TICO,Tilia cordata,-73.637006,45.460373,76.3,76,739
1437,S47,MASY,Malus sylvestris,-73.637199,45.460452,22.9,23,740
1960,S47,MGKO,Magnolia kobus,-73.637171,45.46044,30.1,30,741
2991,S47,ACSA,Acer saccharinum,-73.637332,45.460494,92.2,92,742
2992,S47,ACSA,Acer saccharinum,-73.637419,45.460536,85.1,85,743
1795,S47,TICO,Tilia cordata,-73.637508,45.460561,47.2,47,744
1796,S47,TICO,Tilia cordata,-73.637651,45.460615,67.1,67,745
1797,S47,TICO,Tilia cordata,-73.63805,45.460781,50.7,51,746
1418,S47,ACPL,Acer platanoides 'Emerald Queen',-73.638137,45.460821,34.6,35,747
1798,S47,TICO,Tilia cordata,-73.638288,45.46088,58.7,59,748
1799,S47,TICO,Tilia cordata,-73.638454,45.460942,68.9,69,749
1800,S47,TICO,Tilia cordata,-73.638654,45.461028,97.2,97,750
1344,S47,ACPL,Acer platanoides 'Deborah',-73.638744,45.461059,23.3,23,751
