fid,Site Code,Species Code,Species latin,Longitude,Latitude,DBH (2020),DBH Round,Index
2480,S100,ACPL,Acer platanoides,-73.648275,45.459531,72.5,73,1610
3125,S100,ACSA,Acer saccharinum,-73.648616,45.459661,66.8,67,1611
2481,S100,ACPL,Acer platanoides,-73.648791,45.459719,43.1,43,1612
1069,S100,CACA,Carpinus caroliniana,-73.6466286,45.4589054,4.6,5,1613
1873,S101,TICO,Tilia cordata,-73.623432,45.464181,71.2,71,1614
1904,S101,TICO,Tilia cordata,-73.623554,45.464239,55.1,55,1615
1885,S101,TICO,Tilia cordata,-73.623689,45.464293,61.6,62,1616
1886,S101,TICO,Tilia cordata,-73.62384,45.464365,61.9,62,1617
1889,S101,TICO,Tilia cordata,-73.623974,45.464419,63.3,63,1618
1890,S101,TICO,Tilia cordata,-73.624075,45.464468,63.8,64,1619
1891,S101,TICO,Tilia cordata,-73.624223,45.464531,85.6,86,1620
1892,S101,TICO,Tilia cordata,-73.624312,45.464576,60.5,61,1621
1893,S101,TICO,Tilia cordata,-73.624411,45.464616,59.7,60,1622
1894,S101,TICO,Tilia cordata,-73.624507,45.464652,66.8,67,1623
1895,S101,TICO,Tilia cordata,-73.62469,45.464738,63.7,64,1624
1896,S101,TICO,Tilia cordata,-73.624816,45.4648,60.4,60,1625
2697,S101,BENI,Betula nigra,-73.624986,45.464868,4.9,5,1626
1023,S101,ACFR,Acer x freemanii 'Marmo',-73.625067,45.464904,6,6,1627
1897,S101,TICO,Tilia cordata,-73.625162,45.464948,70.2,70,1628
1898,S101,TICO,Tilia cordata,-73.625269,45.464993,59.2,59,1629
1901,S101,TICO,Tilia cordata,-73.625483,45.465092,38.9,39,1630
1902,S101,TICO,Tilia cordata,-73.625393,45.465056,60,60,1631
1903,S102,TICO,Tilia cordata,-73.641382,45.456224,73,73,1632
1392,S102,ACPL,Acer platanoides 'Deborah',-73.641492,45.456264,27.3,27,1633
1878,S102,TICO,Tilia cordata,-73.641658,45.456327,45.6,46,1634
3126,S102,ACSA,Acer saccharinum,-73.641845,45.456412,90.3,90,1635
1285,S102,CEOC,Celtis occidentalis,-73.642062,45.456491,4.5,5,1636
1059,S102,ACFR,Acer x freemanii 'Autumn Blaze',-73.642233,45.456564,35.4,35,1637
3127,S102,ACSA,Acer saccharinum,-73.642425,45.456636,9.3,9,1638
1497,S102,GLTR,Gleditsia triacanthos 'Skyline',-73.642489,45.456659,6.4,6,1639
1435,S102,ALGL,Alnus glutinosa,-73.64273,45.456753,8.7,9,1640
2421,S102,QUPA,Quercus palustris,-73.642901,45.4568251,4.5,5,1641
1286,S103,CEOC,Celtis occidentalis,-73.646358,45.458145,7.6,8,1642
3128,S103,ACSA,Acer saccharinum,-73.646559,45.458228,69.1,69,1643
3129,S103,ACSA,Acer saccharinum,-73.646665,45.458282,79.4,79,1644
3130,S103,ACSA,Acer saccharinum,-73.646777,45.458318,85.3,85,1645
1879,S103,TICO,Tilia cordata,-73.646942,45.458367,59.3,59,1646
1880,S103,TICO,Tilia cordata,-73.64705,45.458407,64.8,65,1647
1881,S103,TICO,Tilia cordata,-73.647155,45.458443,49.6,50,1648
1086,S103,CACA,Carpinus caroliniana,-73.647248,45.458479,4.6,5,1649
2699,S103,MABA,Malus x 'Robinson',-73.647383,45.458542,5.1,5,1650
3131,S103,ACSA,Acer saccharinum,-73.647474,45.458567,69.9,70,1651
1882,S103,TICO,Tilia cordata,-73.647549,45.458597,46.2,46,1652
1514,S103,ACSC,Acer nigrum 'Green Column',-73.647829,45.45872,9.3,9,1653
2711,S103,MGXXSO,Magnolia × soulangeana,-73.648034,45.458794,5.4,5,1654
1883,S103,TICO,Tilia cordata,-73.648222,45.458865,87.3,87,1655
1041,S103,OSVI,Ostrya virginiana,-73.64839,45.458936,6,6,1656
1884,S103,TICO,Tilia cordata,-73.64867,45.459031,77.2,77,1657
3132,S103,ACSA,Acer saccharinum,-73.6488,45.459076,66.1,66,1658
1906,S103,TICO,Tilia cordata,-73.648919,45.459129,73.8,74,1659
1907,S103,TICO,Tilia cordata,-73.649062,45.459183,78,78,1660
1908,S103,TICO,Tilia cordata,-73.64921,45.459242,67.5,68,1661
3893,S104,GLTR,Gleditsia triacanthos 'Skyline',-73.641577,45.456133,43.3,43,1662
1909,S104,TICO,Tilia cordata,-73.641931,45.456277,37.7,38,1663
1910,S104,TICO,Tilia cordata,-73.642068,45.456331,70,70,1664
3104,S104,ACSA,Acer saccharinum,-73.642237,45.456393,76.9,77,1665
1980,S104,GIBI,Ginkgo biloba,-73.64235,45.456433,4.5,5,1666
2706,S104,SOAU,Sorbus aucuparia 'Rossica',-73.642443,45.456469,12.9,13,1667
2451,S104,ACSA,Acer saccharinum 'Pyramidalis',-73.642584,45.456523,29.3,29,1668
1911,S104,TICO,Tilia cordata,-73.642928,45.456672,56.1,56,1669
1912,S104,TICO,Tilia cordata,-73.641197,45.45599,85.4,85,1670
1403,S104,JUNI,Juglans nigra,-73.641309,45.45603,18.2,18,1671
1476,S104,QUROFA,Quercus robur 'Fastigiata',-73.641068,45.455945,23.3,23,1672
1913,S105,TICO,Tilia cordata,-73.646198,45.457927,63.8,64,1673
2482,S105,ACPL,Acer platanoides,-73.646272,45.457932,24.8,25,1674
1914,S105,TICO,Tilia cordata,-73.646324,45.457976,68.2,68,1675
1915,S105,TICO,Tilia cordata,-73.646424,45.458012,50.9,51,1676
1916,S105,TICO,Tilia cordata,-73.646561,45.458071,73.4,73,1677
1917,S105,TICO,Tilia cordata,-73.646653,45.458107,58.3,58,1678
1918,S105,TICO,Tilia cordata,-73.646799,45.45816,58.6,59,1679
1919,S105,TICO,Tilia cordata,-73.646913,45.458205,62.1,62,1680
1920,S105,TICO,Tilia cordata,-73.647342,45.458371,69.3,69,1682
1948,S105,TICO,Tilia cordata,-73.647499,45.458434,69.1,69,1683
1949,S105,TICO,Tilia cordata,-73.647606,45.458474,61.6,62,1684
1950,S105,TICO,Tilia cordata,-73.647726,45.458519,56.9,57,1685
3105,S105,ACSA,Acer saccharinum,-73.647831,45.458555,85,85,1686
1951,S105,TICO,Tilia cordata,-73.647949,45.458604,74.4,74,1687
1953,S105,TICO,Tilia cordata,-73.648069,45.458649,,0,1688
3355,S105,PIPU,Picea pungens,-73.648199,45.458676,,0,1689
1393,S105,ACPL,Acer platanoides 'Deborah',-73.64852,45.458802,,0,1690
2483,S105,ACPL,Acer platanoides,-73.648632,45.458855,,0,1691
1954,S105,TICO,Tilia cordata,-73.64877,45.45891,,0,1692
2422,S105,QUPA,Quercus palustris,-73.648894,45.458968,,0,1693
2665,S105,QURU,Quercus rubra,-73.649039,45.459021,,0,1694
1020,S105,ACFR,Acer x freemanii 'Celebration',-73.649221,45.459089,15.5,16,1695
1985,S105,MABA,Malus x 'Makamik',-73.649159,45.459062,,0,1696
1986,S105,MABA,Malus x 'Makamik',-73.649314,45.459129,11.1,11,1697
1276,S105,MABA,Malus 'Robinson',-73.6493434,45.4591474,11.7,12,1698
1404,S106,JUNI,Juglans nigra,-73.643575,45.456916,13.6,14,1699
3106,S106,ACSA,Acer saccharinum,-73.6437,45.456963,72.2,72,1700
3107,S106,ACSA,Acer saccharinum,-73.643811,45.457008,40,40,1701
3108,S106,ACSA,Acer saccharinum,-73.643935,45.457053,81.2,81,1702
3109,S106,ACSA,Acer saccharinum,-73.644062,45.457093,66.5,67,1703
3110,S106,ACSA,Acer saccharinum,-73.644178,45.457142,89.4,89,1704
3111,S106,ACSA,Acer saccharinum,-73.644303,45.457187,86.3,86,1705
3112,S106,ACSA,Acer saccharinum,-73.644415,45.457237,115.5,116,1706
1955,S106,TICO,Tilia cordata,-73.644545,45.45729,77.7,78,1707
1956,S106,TICO,Tilia cordata,-73.644706,45.457353,68.5,69,1708
3113,S106,ACSA,Acer saccharinum,-73.644867,45.457389,29.3,29,1709
1477,S106,QUROFA,Quercus robur 'Fastigiata',-73.645183,45.457533,38.9,39,1710
3114,S106,ACSA,Acer saccharinum,-73.645047,45.457479,92.9,93,1711
3833,S106,ACSA,Acer saccharinum,-73.64529,45.457568,102.5,103,1712
3834,S106,ACSA,Acer saccharinum,-73.64553,45.457663,89.4,89,1713
3336,S106,CTSP,Catalpa speciosa,-73.645422,45.457618,7.6,8,1714
3835,S106,ACSA,Acer saccharinum,-73.645582,45.45768,94.5,95,1715
3921,S106,ACPL,Acer platanoides 'Summershade',-73.645905,45.457806,43,43,1716
3836,S106,ACSA,Acer saccharinum,-73.643282,45.456802,55.1,55,1717
